set_key,year,brand,product,section,section_card_count,card_number,player_slot,player_name_raw,affiliation_raw,is_multi_player,raw_line
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-160,1,Aaron Parker,Toronto Blue Jays,False,Bowman Base	BD-160	Aaron Parker	Toronto Blue Jays
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-161,1,Jared Serna,Miami Marlins,False,Bowman Base	BD-161	Jared Serna	Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-162,1,Kyle Teel,Boston Red Sox,False,Bowman Base	BD-162	Kyle Teel	Boston Red Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-163,1,Eli Serrano,New York Mets,False,Bowman Base	BD-163	Eli Serrano	New York Mets
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-164,1,Alexander Albertus,Chicago White Sox,False,Bowman Base	BD-164	Alexander Albertus	Chicago White Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-165,1,Curley Martha,Texas Rangers,False,Bowman Base	BD-165	Curley Martha	Texas Rangers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-166,1,Walker Jenkins,Minnesota Twins,False,Bowman Base	BD-166	Walker Jenkins	Minnesota Twins
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-167,1,Jaime Ferrer,Minnesota Twins,False,Bowman Base	BD-167	Jaime Ferrer	Minnesota Twins
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-168,1,Victor Hurtado,Washington Nationals,False,Bowman Base	BD-168	Victor Hurtado	Washington Nationals
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-169,1,Braylin Morel,Texas Rangers,False,Bowman Base	BD-169	Braylin Morel	Texas Rangers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-170,1,Dawel Joseph,Seattle Mariners,False,Bowman Base	BD-170	Dawel Joseph	Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-171,1,Jeremy Rodriguez,New York Mets,False,Bowman Base	BD-171	Jeremy Rodriguez	New York Mets
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-172,1,Brock Porter,Texas Rangers,False,Bowman Base	BD-172	Brock Porter	Texas Rangers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-173,1,Griffin Herring,New York Yankees,False,Bowman Base	BD-173	Griffin Herring	New York Yankees
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-174,1,Jackson Kent,Washington Nationals,False,Bowman Base	BD-174	Jackson Kent	Washington Nationals
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-175,1,Yovanny Rodriguez,New York Mets,False,Bowman Base	BD-175	Yovanny Rodriguez	New York Mets
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-176,1,Camilo Diaz,Houston Astros,False,Bowman Base	BD-176	Camilo Diaz	Houston Astros
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-177,1,Joendry Vargas,Los Angeles Dodgers,False,Bowman Base	BD-177	Joendry Vargas	Los Angeles Dodgers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-178,1,Pablo Guerrero,Texas Rangers,False,Bowman Base	BD-178	Pablo Guerrero	Texas Rangers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-179,1,Eduardo Herrera,Chicago White Sox,False,Bowman Base	BD-179	Eduardo Herrera	Chicago White Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-180,1,Eddie Rynders,Pittsburgh Pirates,False,Bowman Base	BD-180	Eddie Rynders	Pittsburgh Pirates
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-181,1,Ethan Bagwell,Atlanta Braves,False,Bowman Base	BD-181	Ethan Bagwell	Atlanta Braves
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-182,1,Brayden Taylor,Tampa Bay Rays,False,Bowman Base	BD-182	Brayden Taylor	Tampa Bay Rays
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-183,1,L.P. Langevin,Kansas City Royals,False,Bowman Base	BD-183	L.P. Langevin	Kansas City Royals
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-184,1,Josiah Romeo,Oakland Athletics,False,Bowman Base	BD-184	Josiah Romeo	Oakland Athletics
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-185,1,Jackson Wentworth,Toronto Blue Jays,False,Bowman Base	BD-185	Jackson Wentworth	Toronto Blue Jays
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-186,1,Parker Smith,Houston Astros,False,Bowman Base	BD-186	Parker Smith	Houston Astros
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-187,1,Rodney Green,Oakland Athletics,False,Bowman Base	BD-187	Rodney Green	Oakland Athletics
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-188,1,Derniche Valdez,Chicago Cubs,False,Bowman Base	BD-188	Derniche Valdez	Chicago Cubs
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-189,1,Rayner Arias,San Francisco Giants,False,Bowman Base	BD-189	Rayner Arias	San Francisco Giants
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-190,1,Vladi Guerrero,New York Mets,False,Bowman Base	BD-190	Vladi Guerrero	New York Mets
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-191,1,Byron Chourio,Minnesota Twins,False,Bowman Base	BD-191	Byron Chourio	Minnesota Twins
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-192,1,Brooks Auger,Los Angeles Dodgers,False,Bowman Base	BD-192	Brooks Auger	Los Angeles Dodgers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-193,1,Jonny Farmelo,Seattle Mariners,False,Bowman Base	BD-193	Jonny Farmelo	Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-194,1,Tai Peete,Seattle Mariners,False,Bowman Base	BD-194	Tai Peete	Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-195,1,Tanner Jones,Kansas City Royals,False,Bowman Base	BD-195	Tanner Jones	Kansas City Royals
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-196,1,Aidan Major,Cleveland Guardians,False,Bowman Base	BD-196	Aidan Major	Cleveland Guardians
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-197,1,Tre' Morgan,Tampa Bay Rays,False,Bowman Base	BD-197	Tre' Morgan	Tampa Bay Rays
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-198,1,Ryan Harvey,New York Yankees,False,Bowman Base	BD-198	Ryan Harvey	New York Yankees
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-199,1,Randal Diaz,Washington Nationals,False,Bowman Base	BD-199	Randal Diaz	Washington Nationals
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-200,1,Jose Perdomo,Atlanta Braves,False,Bowman Base	BD-200	Jose Perdomo	Atlanta Braves
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-1,1,Travis Bazzana,Cleveland Guardians,False,Bowman Chrome Base	BDC-1	Travis Bazzana	Cleveland Guardians
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-2,1,Hagen Smith,Chicago White Sox,False,Bowman Chrome Base	BDC-2	Hagen Smith	Chicago White Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-3,1,Josh Hartle,Pittsburgh Pirates,False,Bowman Chrome Base	BDC-3	Josh Hartle	Pittsburgh Pirates
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-4,1,Thayron Liranzo,Detroit Tigers,False,Bowman Chrome Base	BDC-4	Thayron Liranzo	Detroit Tigers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-5,1,Luis Guanipa,Atlanta Braves,False,Bowman Chrome Base	BDC-5	Luis Guanipa	Atlanta Braves
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-6,1,Jaron DeBerry,Milwaukee Brewers,False,Bowman Chrome Base	BDC-6	Jaron DeBerry	Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-7,1,Ethan Schiefelbein,Detroit Tigers,False,Bowman Chrome Base	BDC-7	Ethan Schiefelbein	Detroit Tigers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-8,1,Jac Caglianone,Kansas City Royals,False,Bowman Chrome Base	BDC-8	Jac Caglianone	Kansas City Royals
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-9,1,Cole Messina,Colorado Rockies,False,Bowman Chrome Base	BDC-9	Cole Messina	Colorado Rockies
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-10,1,Gage Ziehl,New York Yankees,False,Bowman Chrome Base	BDC-10	Gage Ziehl	New York Yankees
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-11,1,Jared Thomas,Colorado Rockies,False,Bowman Chrome Base	BDC-11	Jared Thomas	Colorado Rockies
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-12,1,Carter Johnson,Miami Marlins,False,Bowman Chrome Base	BDC-12	Carter Johnson	Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-13,1,Christian Moore,Los Angeles Angels,False,Bowman Chrome Base	BDC-13	Christian Moore	Los Angeles Angels
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-14,1,Nick McLain,Chicago White Sox,False,Bowman Chrome Base	BDC-14	Nick McLain	Chicago White Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-15,1,Colt Emerson,Seattle Mariners,False,Bowman Chrome Base	BDC-15	Colt Emerson	Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-16,1,Dante Nori,Philadelphia Phillies,False,Bowman Chrome Base	BDC-16	Dante Nori	Philadelphia Phillies
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-17,1,Woody Hadeen,Detroit Tigers,False,Bowman Chrome Base	BDC-17	Woody Hadeen	Detroit Tigers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-18,1,Ryan Waldschmidt,Arizona Diamondbacks,False,Bowman Chrome Base	BDC-18	Ryan Waldschmidt	Arizona Diamondbacks
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-19,1,Roman Anthony,Boston Red Sox,False,Bowman Chrome Base	BDC-19	Roman Anthony	Boston Red Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-20,1,Cam Caminiti,Atlanta Braves,False,Bowman Chrome Base	BDC-20	Cam Caminiti	Atlanta Braves
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-21,1,Griff O'Ferrall,Baltimore Orioles,False,Bowman Chrome Base	BDC-21	Griff O'Ferrall	Baltimore Orioles
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-22,1,Konnor Griffin,Pittsburgh Pirates,False,Bowman Chrome Base	BDC-22	Konnor Griffin	Pittsburgh Pirates
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-23,1,Rhett Lowder,Cincinnati Reds,False,Bowman Chrome Base	BDC-23	Rhett Lowder	Cincinnati Reds
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-24,1,Kellon Lindsey,Los Angeles Dodgers,False,Bowman Chrome Base	BDC-24	Kellon Lindsey	Los Angeles Dodgers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-25,1,Harry Ford,Seattle Mariners,False,Bowman Chrome Base	BDC-25	Harry Ford	Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-26,1,Matt Shaw,Chicago Cubs,False,Bowman Chrome Base	BDC-26	Matt Shaw	Chicago Cubs
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-27,1,Blake Wright,Colorado Rockies,False,Bowman Chrome Base	BDC-27	Blake Wright	Colorado Rockies
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-28,1,Carson Benge,New York Mets,False,Bowman Chrome Base	BDC-28	Carson Benge	New York Mets
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-29,1,Ivan Luciano,Arizona Diamondbacks,False,Bowman Chrome Base	BDC-29	Ivan Luciano	Arizona Diamondbacks
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-30,1,Jacob Cozart,Cleveland Guardians,False,Bowman Chrome Base	BDC-30	Jacob Cozart	Cleveland Guardians
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-31,1,Caleb Bonemer,Chicago White Sox,False,Bowman Chrome Base	BDC-31	Caleb Bonemer	Chicago White Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-32,1,Mike Sirota,Cincinnati Reds,False,Bowman Chrome Base	BDC-32	Mike Sirota	Cincinnati Reds
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-33,1,Casey Saucke,Chicago White Sox,False,Bowman Chrome Base	BDC-33	Casey Saucke	Chicago White Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-34,1,Boston Bateman,San Diego Padres,False,Bowman Chrome Base	BDC-34	Boston Bateman	San Diego Padres
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-35,1,JD Dix,Arizona Diamondbacks,False,Bowman Chrome Base	BDC-35	JD Dix	Arizona Diamondbacks
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-36,1,Johnny King,Toronto Blue Jays,False,Bowman Chrome Base	BDC-36	Johnny King	Toronto Blue Jays
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-37,1,Braylon Doughty,Cleveland Guardians,False,Bowman Chrome Base	BDC-37	Braylon Doughty	Cleveland Guardians
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-38,1,Noble Meyer,Miami Marlins,False,Bowman Chrome Base	BDC-38	Noble Meyer	Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-39,1,Brody Brecht,Colorado Rockies,False,Bowman Chrome Base	BDC-39	Brody Brecht	Colorado Rockies
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-40,1,James Tibbs III,San Francisco Giants,False,Bowman Chrome Base	BDC-40	James Tibbs III	San Francisco Giants
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-41,1,Ryan Johnson,Los Angeles Angels,False,Bowman Chrome Base	BDC-41	Ryan Johnson	Los Angeles Angels
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-42,1,Dylan Dreiling,Texas Rangers,False,Bowman Chrome Base	BDC-42	Dylan Dreiling	Texas Rangers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-43,1,Tink Hence,St. Louis Cardinals,False,Bowman Chrome Base	BDC-43	Tink Hence	St. Louis Cardinals
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-44,1,Tyson Lewis,Cincinnati Reds,False,Bowman Chrome Base	BDC-44	Tyson Lewis	Cincinnati Reds
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-45,1,Ty Southisene,Chicago Cubs,False,Bowman Chrome Base	BDC-45	Ty Southisene	Chicago Cubs
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-46,1,Dalton Rushing,Los Angeles Dodgers,False,Bowman Chrome Base	BDC-46	Dalton Rushing	Los Angeles Dodgers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-47,1,Josue De Paula,Los Angeles Dodgers,False,Bowman Chrome Base	BDC-47	Josue De Paula	Los Angeles Dodgers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-48,1,Bryce Eldridge,San Francisco Giants,False,Bowman Chrome Base	BDC-48	Bryce Eldridge	San Francisco Giants
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-49,1,John Spikerman,Philadelphia Phillies,False,Bowman Chrome Base	BDC-49	John Spikerman	Philadelphia Phillies
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-50,1,Connor Foley,Arizona Diamondbacks,False,Bowman Chrome Base	BDC-50	Connor Foley	Arizona Diamondbacks
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-51,1,Tyson Neighbors,San Diego Padres,False,Bowman Chrome Base	BDC-51	Tyson Neighbors	San Diego Padres
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-52,1,Ryan Clifford,New York Mets,False,Bowman Chrome Base	BDC-52	Ryan Clifford	New York Mets
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-53,1,Daniel Eagen,Arizona Diamondbacks,False,Bowman Chrome Base	BDC-53	Daniel Eagen	Arizona Diamondbacks
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-54,1,Josh Kuroda-Grauer,Oakland Athletics,False,Bowman Chrome Base	BDC-54	Josh Kuroda-Grauer	Oakland Athletics
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-55,1,Chase Burns,Cincinnati Reds,False,Bowman Chrome Base	BDC-55	Chase Burns	Cincinnati Reds
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-56,1,Nick Kurtz,Oakland Athletics,False,Bowman Chrome Base	BDC-56	Nick Kurtz	Oakland Athletics
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-57,1,Kavares Tears,San Diego Padres,False,Bowman Chrome Base	BDC-57	Kavares Tears	San Diego Padres
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-58,1,Braden Montgomery,Boston Red Sox,False,Bowman Chrome Base	BDC-58	Braden Montgomery	Boston Red Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-59,1,Khal Stephen,Toronto Blue Jays,False,Bowman Chrome Base	BDC-59	Khal Stephen	Toronto Blue Jays
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-60,1,Griffin Burkholder,Philadelphia Phillies,False,Bowman Chrome Base	BDC-60	Griffin Burkholder	Philadelphia Phillies
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-61,1,Zac Veen,Colorado Rockies,False,Bowman Chrome Base	BDC-61	Zac Veen	Colorado Rockies
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-62,1,Seaver King,Washington Nationals,False,Bowman Chrome Base	BDC-62	Seaver King	Washington Nationals
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-63,1,Payton Tolle,Boston Red Sox,False,Bowman Chrome Base	BDC-63	Payton Tolle	Boston Red Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-64,1,Gage Miller,Miami Marlins,False,Bowman Chrome Base	BDC-64	Gage Miller	Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-65,1,Jonathan Santucci,New York Mets,False,Bowman Chrome Base	BDC-65	Jonathan Santucci	New York Mets
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-66,1,Casey Cook,Texas Rangers,False,Bowman Chrome Base	BDC-66	Casey Cook	Texas Rangers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-67,1,Cam Smith,Chicago Cubs,False,Bowman Chrome Base	BDC-67	Cam Smith	Chicago Cubs
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-68,1,Billy Amick,Minnesota Twins,False,Bowman Chrome Base	BDC-68	Billy Amick	Minnesota Twins
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-69,1,Caden Dana,Los Angeles Angels,False,Bowman Chrome Base	BDC-69	Caden Dana	Los Angeles Angels
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-70,1,Kash Mayfield,San Diego Padres,False,Bowman Chrome Base	BDC-70	Kash Mayfield	San Diego Padres
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-71,1,Dakota Jordan,San Francisco Giants,False,Bowman Chrome Base	BDC-71	Dakota Jordan	San Francisco Giants
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-72,1,Braylon Payne,Milwaukee Brewers,False,Bowman Chrome Base	BDC-72	Braylon Payne	Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-73,1,Theo Gillen,Tampa Bay Rays,False,Bowman Chrome Base	BDC-73	Theo Gillen	Tampa Bay Rays
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-74,1,Carter Holton,Atlanta Braves,False,Bowman Chrome Base	BDC-74	Carter Holton	Atlanta Braves
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-75,1,Drew Beam,Kansas City Royals,False,Bowman Chrome Base	BDC-75	Drew Beam	Kansas City Royals
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-76,1,Felnin Celesten,Seattle Mariners,False,Bowman Chrome Base	BDC-76	Felnin Celesten	Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-77,1,Chris Cortez,Los Angeles Angels,False,Bowman Chrome Base	BDC-77	Chris Cortez	Los Angeles Angels
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-78,1,Mick Abel,Philadelphia Phillies,False,Bowman Chrome Base	BDC-78	Mick Abel	Philadelphia Phillies
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-79,1,Ethan Anderson,Baltimore Orioles,False,Bowman Chrome Base	BDC-79	Ethan Anderson	Baltimore Orioles
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-80,1,Michael Massey,Detroit Tigers,False,Bowman Chrome Base	BDC-80	Michael Massey	Detroit Tigers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-81,1,Cole Mathis,Chicago Cubs,False,Bowman Chrome Base	BDC-81	Cole Mathis	Chicago Cubs
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-82,1,Luke Keaschall,Minnesota Twins,False,Bowman Chrome Base	BDC-82	Luke Keaschall	Minnesota Twins
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-83,1,Levi Sterling,Pittsburgh Pirates,False,Bowman Chrome Base	BDC-83	Levi Sterling	Pittsburgh Pirates
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-84,1,Cooper Pratt,Milwaukee Brewers,False,Bowman Chrome Base	BDC-84	Cooper Pratt	Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-85,1,Blake Larson,Chicago White Sox,False,Bowman Chrome Base	BDC-85	Blake Larson	Chicago White Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-86,1,Bryce Rainer,Detroit Tigers,False,Bowman Chrome Base	BDC-86	Bryce Rainer	Detroit Tigers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-87,1,Ben Hess,New York Yankees,False,Bowman Chrome Base	BDC-87	Ben Hess	New York Yankees
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-88,1,Nathan Flewelling,Tampa Bay Rays,False,Bowman Chrome Base	BDC-88	Nathan Flewelling	Tampa Bay Rays
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-89,1,Carson DeMartini,Philadelphia Phillies,False,Bowman Chrome Base	BDC-89	Carson DeMartini	Philadelphia Phillies
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-90,1,Brandon Sproat,New York Mets,False,Bowman Chrome Base	BDC-90	Brandon Sproat	New York Mets
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-91,1,Aiden May,Miami Marlins,False,Bowman Chrome Base	BDC-91	Aiden May	Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-92,1,Trey Yesavage,Toronto Blue Jays,False,Bowman Chrome Base	BDC-92	Trey Yesavage	Toronto Blue Jays
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-93,1,Joswa Lugo,Los Angeles Angels,False,Bowman Chrome Base	BDC-93	Joswa Lugo	Los Angeles Angels
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-94,1,Bryce Meccage,Milwaukee Brewers,False,Bowman Chrome Base	BDC-94	Bryce Meccage	Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-95,1,Blake Burke,Milwaukee Brewers,False,Bowman Chrome Base	BDC-95	Blake Burke	Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-96,1,Chase Harlan,Los Angeles Dodgers,False,Bowman Chrome Base	BDC-96	Chase Harlan	Los Angeles Dodgers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-97,1,Bryce Cunningham,New York Yankees,False,Bowman Chrome Base	BDC-97	Bryce Cunningham	New York Yankees
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-98,1,Kaelen Culpepper,Minnesota Twins,False,Bowman Chrome Base	BDC-98	Kaelen Culpepper	Minnesota Twins
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-99,1,Ryan Sloan,Seattle Mariners,False,Bowman Chrome Base	BDC-99	Ryan Sloan	Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-100,1,Luke Holman,Cincinnati Reds,False,Bowman Chrome Base	BDC-100	Luke Holman	Cincinnati Reds
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-101,1,Nate Dohm,New York Mets,False,Bowman Chrome Base	BDC-101	Nate Dohm	New York Mets
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-102,1,Arjun Nimmala,Toronto Blue Jays,False,Bowman Chrome Base	BDC-102	Arjun Nimmala	Toronto Blue Jays
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-103,1,Chandler Welch,Milwaukee Brewers,False,Bowman Chrome Base	BDC-103	Chandler Welch	Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-104,1,Max Clark,Detroit Tigers,False,Bowman Chrome Base	BDC-104	Max Clark	Detroit Tigers
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-105,1,Daiber De Los Santos,Minnesota Twins,False,Bowman Chrome Base	BDC-105	Daiber De Los Santos	Minnesota Twins
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-106,1,Yoeilin Cespedes,Boston Red Sox,False,Bowman Chrome Base	BDC-106	Yoeilin Cespedes	Boston Red Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Chrome Base,,BDC-107,1,Francisco Vilorio,New York Yankees,False,Bowman Chrome Base	BDC-107	Francisco Vilorio	New York Yankees
