player_name,CT_list,market_all_in_price,pred_price,underpriced_by,seller,title,item_id,item_web_url
Shohei Ohtani,,2.2,16.1514,13.9514,northstarcc,"2025 Topps Update Series - Veteran Combos Shohei Ohtani, Roki Sasaki #US269 (RC)",,
Shohei Ohtani,,2.21,16.1514,13.9414,ericscardsii,Shohei Ohtani Roki Sasaki 2025 Topps Update Los Angels Dodgers #US269,,
Noah Murdock,,2.24,16.1514,13.9114,mikey643_cards,2025 Topps Update #US134 Noah Murdock,,
Ben Williamson,,2.59,16.4999,13.9099,rkchasingvb,2025 Topps Update #US130 Ben Williamson Holo Foil,,
Aaron Judge / Jazz Chisholm Jr.,,2.25,16.1514,13.9014,fielders843,2025 Topps Update #US85 City Boys! (Aaron Judge / Jazz Chisholm Jr.) VC,,
Noah Murdock,,2.25,16.1514,13.9014,caleddie,2025 Topps Update Baseball # US134 Noah Murdock RC,,
Shohei Ohtani,,2.25,16.1514,13.9014,cookscollectiblecards,"2025 Topps Update Series - Veteran Combos Shohei Ohtani, Roki Sasaki #US269 (RC)",,
Noah Murdock,,2.25,16.1514,13.9014,synergyycards,2025 Topps Update #US134 Noah Murdock,,
Noah Murdock,,2.25,16.1514,13.9014,copperstatecards,2025 Topps Update #US134 Noah Murdock RC Kansas City Royals,,
Ben Williamson,,2.61,16.4999,13.8899,sportcardplus,2025 Topps Update Ben Williamson Fanatics Topps Foil Rookie Card (RC) #US130 SP,,
Shohei Ohtani,,2.28,16.1514,13.8714,nauticalrips25,2025 Topps Update #US269 Rising Sons (Shohei Ohtani / Roki Sasaki) VC,,
Noah Murdock,,2.28,16.1514,13.8714,djchinosports,2025 Topps Update Series Base Noah Murdock RC Kansas City Royals #US134,,
Shohei Ohtani,,2.28,16.1514,13.8714,biggrandpascardshack,2025 Topps Update #US269 Rising Sons (Shohei Ohtani / Roki Sasaki) VC,,
Shohei Ohtani,,2.31,16.1514,13.8414,2ndtonone78,2025 Topps Update Baseball #US269 SHOHEI OHTANI - ROKI SASAKI Veteran Combos,,
Noah Murdock,,2.31,16.1514,13.8414,jamcards5,Noah Murdock Rookie Card 2025 Topps Update Kansas City Royals #US134,,
Ben Rice,,10.94,24.7807,13.8407,crimsoncloakcollectibles,2025 Topps Update #RRR-BR Ben Rice Rising Rookie Relics Yankees RC,,
Noah Murdock,,2.33,16.1514,13.8214,slabbyjoe,Noah Murdock 2025 Topps Update #US134 RC Kansas City Royals,,
Shohei Ohtani,,2.33,16.1514,13.8214,rkchasingvb,2025 Topps Update #US269 Rising Sons (Shohei Ohtani / Roki Sasaki) VC,,
Justin Turner,,0.99,14.8077,13.8177,kingbeerus,2025 Topps Update Series Baseball Justin Turner #US27 Chicago Cubs,,
Justin Turner,,0.99,14.8077,13.8177,grimstradingcards,2025 Topps Update #US27 Justin Turner,,
Agustín Ramírez,,0.99,14.8077,13.8177,kingbeerus,2025 Topps Update Series Baseball Agustín Ramírez Rookie Debut #US332 Marlins,,
Luis Torrens,,0.99,14.8077,13.8177,harper131213,2025 Topps Update Series - Luis Torrens #US297,,
Agustín Ramírez,,0.99,14.8077,13.8177,kingbeerus,2025 Topps Update Series Baseball Agustín Ramírez Rookie Debut #US332 Marlins,,
Clay Holmes,,0.99,14.8077,13.8177,kingbeerus,2025 Topps Update Series Baseball Clay Holmes #US245 New York Mets,,
Noah Murdock,,2.34,16.1514,13.8114,slammer1981,2025 Topps Update - #US134 Noah Murdock (RC),,
Nick Kurtz,,2.34,16.1514,13.8114,thecardhall,2025 Topps Update Series - Nick Kurtz #US201 (RC),,
Shohei Ohtani,,2.34,16.1514,13.8114,martyscollectibles_1,2025 Topps Update Series Shohei Ohtani/Roki Sasaki #US269 Baseball,,
Nick Kurtz,,2.34,16.1514,13.8114,thecardhall,2025 Topps Update Series - Nick Kurtz #US201 (RC),,
Aaron Judge / Jazz Chisholm Jr.,,2.34,16.1514,13.8114,m2mcollectibles,2025 Topps Update (FOIL) #US85 City Boys! (Aaron Judge / Jazz Chisholm Jr.) VC,,
Thomas Harrington,,2.69,16.4999,13.8099,snakepit585,2025 Topps Update Series - Thomas Harrington #US273 (RC),,
Aaron Judge / Jazz Chisholm Jr.,,2.35,16.1514,13.8014,spauldingcards,"2025 Topps Update Veteran Combos #US85 Aaron Judge, Jazz Chisholm Jr.",,
Aaron Judge / Jazz Chisholm Jr.,,2.35,16.1514,13.8014,icedcoffee1,2025 Topps Update #US85 Aaron Judge/Jazz Chisholm Jr.,,
Shohei Ohtani,All Star Game,2.93,16.731,13.801,mapoch_81,2025 Topps Update Series - 2025 All-Star Game Shohei Ohtani #ASG-1,,
Shohei Ohtani,,2.36,16.1514,13.7914,sportcardplus,2025 Topps Update Shohei Ohtani Stars Of The MLB  #SMLB-77 Dodgers,,
Zack Littell,,0.99,14.778,13.788,kingbeerus,2025 Topps Update Series Baseball Zack Littell #US66 Tampa Bay Rays,,
Aaron Judge / Jazz Chisholm Jr.,,2.37,16.1514,13.7814,dw_2005,2025 Topps Update - Veteran Combos Aaron Judge/Jazz Chisholm Jr #US85__,,
Aaron Judge / Jazz Chisholm Jr.,,2.37,16.1514,13.7814,dw_2005,2025 Topps Update - Veteran Combos Aaron Judge/Jazz Chisholm Jr #US85,,
Aaron Judge / Jazz Chisholm Jr.,,2.37,16.1514,13.7814,scvdeals-661,Aaron Judge - Jazz Chisholm Jr. 2025 Topps Update Veteran Combos Yankees,,
Aaron Judge / Jazz Chisholm Jr.,,2.37,16.1514,13.7814,dw_2005,2025 Topps Update - Veteran Combos Aaron Judge/Jazz Chisholm Jr #US85_,,
Aaron Judge / Jazz Chisholm Jr.,,2.37,16.1514,13.7814,dw_2005,2025 Topps Update - Veteran Combos Aaron Judge/Jazz Chisholm Jr #US85.,,
Aaron Judge / Jazz Chisholm Jr.,,2.37,16.1514,13.7814,dw_2005,2025 Topps Update - Veteran Combos Aaron Judge/Jazz Chisholm Jr #US85..,,
Aaron Judge / Jazz Chisholm Jr.,,2.37,16.1514,13.7814,dw_2005,2025 Topps Update - Veteran Combos Aaron Judge/Jazz Chisholm Jr #US85_ _,,
Aaron Judge / Jazz Chisholm Jr.,,2.37,16.1514,13.7814,dw_2005,2025 Topps Update - Veteran Combos Aaron Judge/Jazz Chisholm Jr #US85...,,
Kade Strowd,,1.0,14.778,13.778,silock38,2025 Topps Update Series - Kade Strowd #US146 (RC)- Orioles,,
Alex Verdugo,,0.99,14.768,13.778,kingbeerus,2025 Topps Update Series Baseball Alex Verdugo #US4 Atlanta Braves,,
John Rave,,2.73,16.4999,13.7699,e-deals-usa,2025 Topps Update #US192 John Rave Silver Foilboard - FAST USA SHIPPING,,
Nick Kurtz,,2.39,16.1514,13.7614,sandlcollectibles,2025 Topps Update- Nick Kurtz (RC) #US201,,
Aaron Judge / Jazz Chisholm Jr.,,2.39,16.1514,13.7614,hbggaming,2025 Topps Update Series - #US85 Aaron Judge Jazz Chisholm Jr - New York Yankees,,
Shohei Ohtani,,2.39,16.1514,13.7614,countflabula,"2025 Topps Update Series Veteran Combos Shohei Ohtani, Roki Sasaki #US269",,
Nick Kurtz,,2.39,16.1514,13.7614,sandlcollectibles,2025 Topps Update- Nick Kurtz (RC) #US201,,
Thomas Harrington,,2.75,16.4999,13.7499,st.croixcards,2025 Topps Update - Holo Foil - Thomas Harrington #US273 (RC),,
Shohei Ohtani,All Star Game,3.0,16.731,13.731,etsl1234,Shohei Ohtani 2025 Topps Update All-Star Foil Card #ASG-1,,
Bryan Sammons,,0.99,14.7165,13.7265,collectorsedge67,2025 Topps Update Baseball #US198 Bryan Sammons Detroit Tigers Rookie,,
Brady Feigl,,1.25,14.9736,13.7236,aus-158089,2025 Topps Update #US333 Brady Feigl,,
Shohei Ohtani,,2.43,16.1514,13.7214,foulpolecards,2025 Topps Update Series #US269 Veteran Combos - Shohei Ohtani & Roki Sasaki,,
Ben Williamson,,2.78,16.4999,13.7199,columbusmilsales,Ben Williamson 2025 Topps Update Silver Pack Mojo RC Mariners U90C-10,,
Alex Verdugo,,1.07,14.768,13.698,toxnurb,2025 Topps Update ALEX VERDUGO #US4 Holo Foil Atlanta Braves,,
Moisés Ballesteros,,2.81,16.4999,13.6899,hulkmaster_5,2025 Topps Update #US262 Moisés Ballesteros Holo Foil,,
Thomas Harrington,,2.81,16.4999,13.6899,talknsportz,2025 Topps Update THOMAS HARRINGTON Pittsburg Pirates ROOKIE RC #US273,,
Moisés Ballesteros,,2.81,16.4999,13.6899,hulkmaster_5,2025 Topps Update #US262 Moisés Ballesteros Holo Foil,,
CJ Alexander,,1.29,14.9736,13.6836,junkwaxkids,2025 Topps Update #US143 CJ Alexander BUY2GET1 CODE: JWKFAN25,,
Raymond Burgos,,1.29,14.9736,13.6836,junkwaxkids,2025 Topps Update #US115 Raymond Burgos,,
Brady Feigl,,1.29,14.9736,13.6836,junkwaxkids,2025 Topps Update #US333 Brady Feigl,,
Zak Kent,,1.29,14.9736,13.6836,aus-158089,2025 Topps Update #US238 Zak Kent,,
Zak Kent,,1.29,14.9736,13.6836,dkbbl8,2025 Topps Update #US238 Zak Kent Rookie Cleveland Guardians,,
Zak Kent,,1.29,14.9736,13.6836,junkwaxkids,2025 Topps Update #US238 Zak Kent,,
CJ Alexander,,1.29,14.9736,13.6836,dkbbl8,2025 Topps Update #US143 CJ Alexander Rookie Athletics,,
Aaron Judge / Jazz Chisholm Jr.,,2.49,16.1514,13.6614,jdogsrelics,2025 Topps Update #US85 Aaron Judge / Jazz Chisholm Jr. VC New York Yankees TC,,
Aaron Judge / Jazz Chisholm Jr.,,2.49,16.1514,13.6614,johnniei,Aaron Judge - Jazz Chisholm Jr. 2025 Topps Update Veteran Combos Yankees,,
Aaron Judge / Jazz Chisholm Jr.,,2.49,16.1514,13.6614,bailey671063,2025 Topps Update Series City Boys! #US85 Aaron Judge - Jazz Chisholm Jr.,,
Nick Kurtz,,2.5,16.1514,13.6514,eham-baseball-cards,2025 Topps Update Series - Nick Kurtz #US201 (RC),,
Nick Kurtz,,2.5,16.1514,13.6514,eham-baseball-cards,2025 Topps Update Series - Nick Kurtz #US201 (RC),,
Noah Murdock,,2.5,16.1514,13.6514,cubbie_1908,"2025 Topps Update US134 Noah Murdock, Kansas City Royals RC",,
Shohei Ohtani,,2.5,16.1514,13.6514,martyscardrewind,2025 Topps Update #US269 Rising Sons (Shohei Ohtani / Roki Sasaki) VC,,
Shohei Ohtani,,2.5,16.1514,13.6514,the_card_shop,2025 Topps Update Series -US269 Shohei Ohtani/Roki Sasaki - Los Angeles Dodgers,,
Aaron Judge / Jazz Chisholm Jr.,,2.5,16.1514,13.6514,the_card_shop,2025 Topps Update Series -US85 Aaron Judge/Jazz Chisholm Jr. - New York Yankees,,
Moisés Ballesteros,,2.85,16.4999,13.6499,whiteside42,Moisés Ballesteros 2025 Topps Update Holo Foil #US262 RC Chicago Cubs,,
Moisés Ballesteros,,2.85,16.4999,13.6499,whiteside42,Moisés Ballesteros 2025 Topps Update Holo Foil #US262 RC Chicago Cubs,,
CJ Alexander,,1.35,14.9736,13.6236,firegirlbear1,2025 Topps Update #US143 CJ Alexander,,
Shohei Ohtani,,2.53,16.1514,13.6214,dtropsells,2025 TOPPS UPDATE BASEBALL RISING SONS DODGERS SHOHEI OHTANI & ROKI SASAKI,,
Paxton Schultz,,1.39,14.9983,13.6083,gls_tcgsports0713,2025 Topps Update - #US350 Paxton Schultz (RC),,
Adrian Del Castillo,,1.39,14.9736,13.5836,firehousesportzcardz,2025 Topps Update #US267 Adrian Del Castillo,,
Aaron Judge / Jazz Chisholm Jr.,,2.57,16.1514,13.5814,tarahsdad82111,2025 Topps Update #US85 City Boys! (Aaron Judge / Jazz Chisholm Jr.) VC,,
Shohei Ohtani,,2.58,16.1514,13.5714,bucsco78_1,2025 Topps Update - Stars of MLB #SMLB-77 Shohei Ohtani NM Free Shipping,,
Omar Cruz,,1.25,14.8077,13.5577,kpegrd,2025 Topps Update Series - Omar Cruz #US90 (RC),,
Tomoyuki Sugano,,1.25,14.8077,13.5577,aus-158089,2025 Topps Update #US55 Tomoyuki Sugano,,
Joc Pederson,,1.25,14.8077,13.5577,generalbentleytrading,2025 Topps Update Series #US125 Joc Pederson,,
Graham Pauley,,1.25,14.8077,13.5577,isa_sells_baseball_stuff_13,Graham Pauley #US188 - 2025 Topps Update Series,,
Shohei Ohtani,,2.6,16.1514,13.5514,shortstick34,Rising Sons (Shohei Ohtani / Roki Sasaki) VC 2025 Topps 2025 Topps Update,,
Chase Lee,,1.27,14.8077,13.5377,phoeniciantrading,2025 Topps Update #US167 Chase Lee,,
John Rave,,2.97,16.4999,13.5299,dw_2005,2025 Topps Update - John Rave #US192 Pink HoloFoil,,
Adrian Del Castillo,,1.45,14.9736,13.5236,generalbentleytrading,2025 Topps Update Series #US267 Adrian Del Castillo (RC) Rookie Debut,,
Luis Torrens,,1.29,14.8077,13.5177,junkwaxkids,2025 Topps Update #US297 Luis Torrens,,
Luis Contreras,,1.29,14.8077,13.5177,phlashbackphills,Luis Contreras Rookie Card 2025 Topps Update Series Houston Astros,,
Yoán Moncada,,1.29,14.8077,13.5177,junkwaxkids,2025 Topps Update #US24 Yoán Moncada,,
