seller_username,title,all_in_price,CT_list,player_guess
wolfpacksports,2025 Topps Update #US317 Ryan Miller Rainbow Foil,1.75,Base Rainbow,Ryan Miller
marticliclif,Ryan Miller (RC) 2025 Topps Update Foil insert #US317 - Tigers - RAW Mint,4.5,,Ryan Miller
j_a_b_o_tcg,2025 Topps Update Ryan Miller US317 Fanatics Exclusive Rookie Topps Foil,1.98,,Ryan Miller
junkwaxkids,2025 Topps Update #US317 Ryan Miller,1.29,,Ryan Miller
djchinosports,2025 Topps Update Series Base Ryan Miller RC Detroit Tigers #US317,2.18,,Ryan Miller
coloradoams,2025 Topps Update Diamante Photo Variation #US317 Ryan Miller RC Detroit Tigers,29.99,"Diamante, Photo Variation",Ryan Miller
comc_consignment,2025 Topps Update Gold Rainbow Foil /50 Ryan Miller #US317 13t3,10.14,Gold 50,Ryan Miller
acraig-21,2025 Topps Update Ryan Miller Diamante #US317 (RC) Detroit Tigers,1.98,Diamante,Ryan Miller
lukeseel2,2025 Topps Update - Ryan Miller #US317 Diamante Foil (RC),1.79,Diamante,Ryan Miller
sw1sol_722,🔥2025 TOPPS UPDATE RYAN MILLER WOOD PANEL ROOKIE CARD 14/25🔥,25.0,Wood 25,Ryan Miller
veteranssportscardsfl,2025 Topps Update #US317 Ryan Miller RC Tigers Blue Holo Foil #/150 🔥,6.89,Blue Rainbow,Ryan Miller
rhodessportcards89,2025 Topps Update Ryan Miller Rainbow Foil #US317 (RC),2.5,Base Rainbow,Ryan Miller
kidults_collectibles,2025 Topps Update Ryan Miller #US317 Holo Foil RC Detroit Tigers,1.99,,Ryan Miller
x2jzka,2025 Topps Update - Ryan Miller #US317 - Foil (RC),2.4,,Ryan Miller
shasche_9982,2025 Topps Update Series #US317 Ryan Miller Gold Parallel /2025 Detroit Tigers,3.73,Gold 2025,Ryan Miller
pnw-406cardcollecting,Ryan Miller Pink Diamante Foil Rookie 2025 Topps Update Series Card US317 Tigers,1.99,Diamante,Ryan Miller
ste-705636,2025 Topps Update Ryan Miller Pink Diamante Rookie Card #US317 Tigers,1.99,Diamante,Ryan Miller
nine18,2025 Topps Update US317 Ryan Miller RC Green /99 Rookie Tigers,8.99,Green Foil,Ryan Miller
stevencards13,2025 Topps Update Series Ryan Miller Jack O’Lantern Foil  SP #US317 (RC),2.73,Holiday Jackolantern,Ryan Miller
comebackcollectibles,2025 Topps Update Ryan Miller Rookie #US317 Purple Rainbow Foil #/250 Tigers,4.99,Purple Rainbow,Ryan Miller
jemclau5287,2025 Topps Update Ryan Miller (RC) Green /99 #US317 Tigers,7.19,Green Foil,Ryan Miller
micsle496,Ryan Miller 2025 Topps Update Blue Holo Foil #ed/150 #US317-SEE CONDITION NOTE,6.99,Blue Rainbow,Ryan Miller
slammer1981,2025 Topps Update Series - Ryan Miller #US317 (RC),1.84,,Ryan Miller
kcfanatic4,2025 Topps Update RYAN MILLER #US317 RC Holiday Foil Black Cats 05/10 Tigers,14.49,Black 10,Ryan Miller
2gssportscards,2025 Topps Update Series Ryan Miller Sand Glitter Foil RC #US317 Detroit Tigers,2.48,Sandglitter,Ryan Miller
garygunner,2025 Topps Update Gold #US317 Ryan Miller Serial #0727/2025,2.25,Gold 2025,Ryan Miller
dade-5658,2025 Topps Update - Ryan Miller - Golden Mirror SSP - #US317 - Tigers - RC,49.99,"Golden Mirror, SSP",Ryan Miller
tommypgoods,2025 Topps Update Series - Pink Diamante Foil (SP) #US317 Ryan Miller (RC),1.83,Diamante,Ryan Miller
jctiger1986,2025 Topps Update #US317 Ryan Miller Purple Holo Foil #/250,4.11,Purple Rainbow,Ryan Miller
dude-store,2025 Topps Update - Drew Rasmussen #US316 - Tampa Bay Rays,2.81,,Drew Rasmussen
aareh-3605,2025 Topps Update - Drew Rasmussen #US316,4.39,,Drew Rasmussen
brooksone23,2025 Topps Update Series Drew Rasmussen Card # US316,2.12,,Drew Rasmussen
card_junkies,2025 Topps Update Drew Rasmussen Jack O'Lantern Halloween Foil #US316 Rays,4.98,Holiday Jackolantern,Drew Rasmussen
power_shot,2025 Topps Update Drew Rasmussen Green Holo Foil /99 Rays,11.99,Green Foil,Drew Rasmussen
norf-6217,2025 Topps Update #US316 Drew Rasmussen Diamante Foil,2.24,Diamante,Drew Rasmussen
red_medal_dog,2025 Topps Update Series - Drew Rasmussen #US316 Gold /2025 Tampa Bay Rays,6.25,Gold 2025,Drew Rasmussen
caleddie,2025 Topps Update Baseball # US316 Drew Rasmussen,2.25,,Drew Rasmussen
wynter1958,DREW RASMUSSEN 2025 Topps Update #US316 MLB Rays  ID:152628,2.04,,Drew Rasmussen
awtradingcards_7,2025 Topps Update #US316 Drew Rasmussen,2.16,,Drew Rasmussen
caleddie,2025 Topps Update Baseball # US316 Drew Rasmussen,2.25,,Drew Rasmussen
john.reynolds723,2025 Topps Update #US316 Drew Rasmussen,1.49,,Drew Rasmussen
gosstech,2025 Topps Update Series - Drew Rasmussen #US316,2.82,,Drew Rasmussen
mercertl,2025 Topps Update #US316 Drew Rasmussen Tampa Bay Rays 4555,1.69,,Drew Rasmussen
sportscarddock,2025 Topps Update Series - Drew Rasmussen #US316,1.69,,Drew Rasmussen
copperstatecards,2025 Topps Update #US316 Drew Rasmussen Tampa Bay Rays,2.25,,Drew Rasmussen
sportcardplus,2025 Topps Update DREW RASMUSSEN Sandglitter Parallel Card US316 Tampa Bay Rays,2.36,Sandglitter,Drew Rasmussen
katertot1372,2025 Topps Update US316 Drew Rasmussen Rays,2.25,,Drew Rasmussen
gosstech,2025 Topps Update Series Drew Rasmussen,2.82,,Drew Rasmussen
pskell02,2025 Topps Update Drew Rasmussen #US316,1.84,,Drew Rasmussen
pskell02,2025 Topps Update Drew Rasmussen #US316,1.84,,Drew Rasmussen
dingusunchained,2025 Topps Update Drew Rasmussen Tampa Bay Rays #US316,1.79,,Drew Rasmussen
kee-firearms,2025 Topps Update Drew Rasmussen Rays Base Card,3.18,,Drew Rasmussen
barnes_cards,2025 Topps Update Blue Foil Drew Rasmussen 123/150 Tampa Bay Rays #US316,4.98,Blue Rainbow,Drew Rasmussen
kegall-87,2025 Topps Update #US316 Drew Rasmussen Sandglitter,2.99,Sandglitter,Drew Rasmussen
liftbridgecards,2025 Topps Update Series DREW RASMUSSEN Holiday #US316,2.03,,Drew Rasmussen
gotbaseballcards,2025 Topps Update #US316 Drew Rasmussen Tampa Bay Rays,2.98,,Drew Rasmussen
oceancardsandcollectables,2025 Topps Update #US316 Drew Rasmussen Tampa Bay Rays,1.69,,Drew Rasmussen
djchinosports,2025 Topps Update Series Base Drew Rasmussen Tampa Bay Rays #US316,2.08,,Drew Rasmussen
muck1201,2025 Topps Update - #US316 Drew Rasmussen Rays,1.74,,Drew Rasmussen
garygunner,2025 Topps Update Rainbow Foil #US316 Drew Rasmussen,2.25,Base Rainbow,Drew Rasmussen
gq_cards,2025 Topps Update Drew Rasmussen Gold /2025 Tampa Bay Rays,4.87,Gold 2025,Drew Rasmussen
jaretl,2025 Topps Update Series Rainbow Foilboard-  Drew Rasmussen,2.99,Base Rainbow,Drew Rasmussen
breaking.boomer,2025 Topps Update Drew Rasmussen Gold /2025 Tampa Bay Rays,4.5,Gold 2025,Drew Rasmussen
bt_rips,2025 Topps Update Drew Rasmussen #US316 Blue HoloFoil /150,4.48,Blue Rainbow,Drew Rasmussen
cookster57,Drew Rasmussen 2025 Topps Update Sandglitter Parallel Card Tampa Bay Rays #US316,2.19,Sandglitter,Drew Rasmussen
yrtrainisleaving,2025 Topps Update Series - Drew Rasmussen #US316 Tampa Bay Rays Blue Foil /150,3.39,Blue Rainbow,Drew Rasmussen
junk_wax_junkie,2025 Topps Update - Rainbow #US316 Drew Rasmussen,1.7,Base Rainbow,Drew Rasmussen
trulyhonesttraders,Drew Rasmussen 2025 Topps Update Pink Diamante Foil #US316 Tampa Bay Rays,3.31,Diamante,Drew Rasmussen
junkwaxkids,2025 Topps Update #US316 Drew Rasmussen,1.29,,Drew Rasmussen
vonore-hobbies-n-collectibles,2025 Topps Update Series - Drew Rasmussen #US316 Gold /2025,2.99,Gold 2025,Drew Rasmussen
chromedust,2025 Topps Update Series Meijer Tinsel Foil Drew Rasmussen #US316 Rays,2.99,,Drew Rasmussen
pnw-406cardcollecting,Drew Rasmussen Sandglitter Foil 2025 Topps Update Series Card #US316 Rays,1.75,Sandglitter,Drew Rasmussen
kegall-87,Drew Rasmussen 2025 Topps Update #US316 Tampa Bay Rays,1.75,,Drew Rasmussen
gummyratz,2025 Topps Update Drew Rasmussen True Photo SP,18.48,Photo Variation,Drew Rasmussen
herkyb_21,Drew Rasmussen [Holo Pink Foil] #US316 2025 Topps Update,3.49,,Drew Rasmussen
comebackcollectibles,2025 Topps Update Drew Rasmussen #US316 Tampa Bay Rays,1.99,,Drew Rasmussen
jagscollectables,2025 Topps Update #US316 Drew Rasmussen,1.93,,Drew Rasmussen
xennial-sports,2025 Topps Update Series True Photo Variation Drew Rasmussen SSP US316,14.31,"Photo Variation, SSP",Drew Rasmussen
northwestcardguy,2025 Topps Update Series - Drew Rasmussen #US316 Holiday Orange & Black Foil,1.75,Orange Black,Drew Rasmussen
tandlshops,2025 Topps Update #US316 Drew Rasmussen Diamante Foil,1.98,Diamante,Drew Rasmussen
tremp1977,2025 Topps Update - Drew Rasmussen Rainbow Foil Tampa Bay Rays #US316,1.73,Base Rainbow,Drew Rasmussen
dw_2005,2025 Topps Update - Drew Rasmussen #US316 Topps Foil Pattern,2.46,,Drew Rasmussen
rkchasingvb,2025 Topps Update #US316 Drew Rasmussen Silver Foilboard,2.33,,Drew Rasmussen
freshdcards,2025 Topps Update Baseball Team Set Tampa Bay Rays Chandler Simpson RC,12.8,,Chandler Simpson
kidults_collectibles,2025 Topps Update Drew Rasmussen #US316 Pink Diamante Foil Tampa Bay Rays,2.99,Diamante,Drew Rasmussen
changingofthecards,2025 Topps Update Series Drew Rasmussen Purple Rainbow /250 #US316 Rays,2.49,Purple Rainbow,Drew Rasmussen
44cardco,2025 Topps Update Series - Drew Rasmussen #US316 Tampa Bay Rays Foil,2.0,,Drew Rasmussen
bob1981,2025 TOPPS UPDATE PURPLE  FOIL 157/250  DREW RASMUSSEN #316 TAMPA BAY RAYS,4.68,Purple Rainbow,Drew Rasmussen
cubbie_1908,"2025 Topps Update US316 Drew Rasmussen, Tampa Bay Rays",2.5,,Drew Rasmussen
jts_fieldofcards,2025 Topps Update ⭐Rainbow Foil⭐#US316 Drew Rasmussen - Tampa Bay Rays,1.74,Base Rainbow,Drew Rasmussen
jja-cards-n-autos,2025 Topps Update Drew Rasmussen Green /99 Rays,4.3,Green Foil,Drew Rasmussen
mcucinella,2025 Topps Update Series Drew Rasmussen GOLD Parallel #'d 0030/2025,2.99,Gold 2025,Drew Rasmussen
hotrookies82,DREW RASMUSSEN 2025 Topps Update #US316 True Photo Image Variation SP,11.24,Photo Variation,Drew Rasmussen
bob1981,2025 TOPPS UPDATE PURPLE  FOIL 157/250  DREW RASMUSSEN #316 TAMPA BAY RAYS,9.18,Purple Rainbow,Drew Rasmussen
operationbnl_sportscards,Drew Rasmussen 2025 Topps Update #US316 Holiday Tampa Bay Rays,2.02,,Drew Rasmussen
custom_collectibles_of_louisiana,2025 Topps Update Drew Rasmussen Purple Rainbow Foil /250 #US316,1.99,Purple Rainbow,Drew Rasmussen
cardfinders,2025 Topps Update Gold Parallel /2025 Drew Rasmussen Rays US316,4.48,Gold 2025,Drew Rasmussen
ckcameyer_cards,2025 Topps Update Drew Rasmussen Gold Sand Glitter Holo Foil /50 Rays,10.68,"Gold 50, Sandglitter",Drew Rasmussen
nyyankees242,2025 Topps Update Drew Rasmussen Gold 1302/2025 #US316 Rays,1.99,Gold 2025,Drew Rasmussen
jos-762161,2025 Topps Update Drew Rasmussen #US316 Purple Sandglitter Foil #/250,3.0,"Purple Rainbow, Sandglitter",Drew Rasmussen
cheapeasydeals8,2025 Topps Update Gold Drew Rasmussen 0862/2025 | Rays | Free Shipping!,2.49,Gold 2025,Drew Rasmussen
dw_2005,2025 Topps Update - Drew Rasmussen #US316 Blue HoloFoil /150,3.39,Blue Rainbow,Drew Rasmussen
*diablo12*,DREW RASMUSSEN 2025 TOPPS UPDATE SERIES PURPLE FOIL RAYS /250,1.99,Purple Rainbow,Drew Rasmussen
shooterscardsplus,2025 Topps Update Series - Drew Rasmussen #US316,1.72,,Drew Rasmussen
girldadbreaks,2025 Topps Update Drew Rasmussen Purple Rainbow Foil #US316 /250 Tampa Bay Rays,4.49,Purple Rainbow,Drew Rasmussen
hoffken,2025 Topps Update Drew Rasmussen #US316 Holiday Jack O'Lantern Parallel SP,4.24,Holiday Jackolantern,Drew Rasmussen
ericscardsii,Drew Rasmussen 2025 Topps Update Tampa Bay Rays #US316,1.66,,Drew Rasmussen
firegirlbear1,2025 Topps Update #US316 Drew Rasmussen,1.5,,Drew Rasmussen
tandlshops,2025 Topps Update #US316 Drew Rasmussen Diamante Foil,1.98,Diamante,Drew Rasmussen
jctiger1986,2025 Topps Update #US316 Drew Rasmussen Blue Holo Foil #/150,4.11,Blue Rainbow,Drew Rasmussen
1967dew,2025 Topps Update #US316 Drew Rasmussen - BB,2.49,,Drew Rasmussen
homeofthecards,2025 Topps Update #US316 Drew Rasmussen Sandglitter,2.0,Sandglitter,Drew Rasmussen
leftyssc,2025 TOPPS UPDATE SERIES TYLER CALLIHAN #US315 ORANGE FOIL /25,41.38,Orange 25,Tyler Callihan
sliderbaseball,Tyler Callihan Rookie TOPPS FOIL FANATICS EXCLUSIVE 2025 Topps Update US315,3.99,,Tyler Callihan
hadlandr,2025 Topps Update #US350 Tyler Callihan Gold 0543/2025 Rookie Cincinnati Reds RC,3.45,Gold 2025,Tyler Callihan
johnam83,2025 Topps Update Series Tyler Callihan #US315 Holofoil (RC) Baseball Card ⚾️,3.97,,Tyler Callihan
gregziecker,Tyler Callihan Rookie 2025 Topps Update Series #US315 Sandglitter Reds RC,1.5,Sandglitter,Tyler Callihan
dbacks_61,2025 Topps Update Series - Tyler Callihan #US315 Sandglitter (RC),1.69,Sandglitter,Tyler Callihan
leggs-lists,Tyler Callihan (RC) 2025 Topps Update Purple Rainbow Foil 034/250 #US-315 Reds,4.79,Purple Rainbow,Tyler Callihan
jemclau5287,2025 Topps Update Tyler Callihan (RC) #US315 Reds,1.99,,Tyler Callihan
rhodessportcards89,2025 Topps Update Series - Tyler Callihan #US315 Ghost Foil (RC),8.76,,Tyler Callihan
slammer1981,2025 Topps Update Series - Tyler Callihan #US315 (RC),1.84,,Tyler Callihan
ericscardsii,Tyler Callihan 2025 Topps Update Cincinnati Reds #US315 RC,1.66,,Tyler Callihan
phlashbackphills,Tyler Callihan Rookie Card 2025 Topps Update Refractor #USC156 Cincinnati,1.25,,Tyler Callihan
ppgshader,2025 Topps Update Tyler Callihan Diamante Foil RC Cincinnati Reds #US315,2.35,Diamante,Tyler Callihan
niweb7358,"2025 Topps Update Series Baseball US315 Tyler Callihan, Cincinnati Reds RC",1.85,,Tyler Callihan
pskell02,2025 Topps Update Tyler Callihan #US315,1.84,,Tyler Callihan
muck1201,2025 Topps Update Series Chrome - #USC156 Tyler Callihan (RC) Reds,1.74,Chrome,Tyler Callihan
ste-705636,2025 Topps Update Diamante Reds 2 Cards Tyler Callihan & Luis Mey - Free Ship,1.99,Diamante,Tyler Callihan
dasan_8967,2025 Topps Update #US315 Tyler Callihan Rainbow Foil,2.59,Base Rainbow,Tyler Callihan
jamcards5,Tyler Callihan Rookie Card 2025 Topps Update Cincinnati Reds #US315,2.31,,Tyler Callihan
spauldingcards,2025 Topps Update Series #US315 Tyler Callihan - RC,1.85,,Tyler Callihan
st.croixcards,2025 Topps Update Chrome - X-fractor - Tyler Callihan #USC156 (RC),3.25,"Chrome, X-Fractor",Tyler Callihan
rhay5699,Tyler Callihan 2025 Topps Update Series Rookie Cards,2.0,,Tyler Callihan
tandlshops,2025 Topps Update #US315 Tyler Callihan Diamante Foil,1.98,Diamante,Tyler Callihan
jts_fieldofcards,2025 Topps Update Series #US315 Tyler Callihan (RC) Cincinnati Reds,1.7,,Tyler Callihan
jakpi20,2025 Topps Update Tyler Callihan #US315 RAINBOW FOIL Parallel RC Cincinnati Reds,1.99,Base Rainbow,Tyler Callihan
generalbentleytrading,2025 Topps Update Series #US315 Tyler Callihan (RC),1.49,,Tyler Callihan
covelscards,2025 Topps Update Tyler Callihan Holofoil Rookie Card #US315 Reds,2.98,,Tyler Callihan
pack-kracker,TYLER CALLIHAN RC 2025 TOPPS UPDATE GOLD BORDERED ROOKIE CARD #1888/2025 REDS,6.84,Gold 2025,Tyler Callihan
pet_that_goat,2025 Topps Update - Holiday - #US315 Tyler Callihan - RC - Cincinnati Reds,2.23,,Tyler Callihan
katertot1372,2025 Topps Update US315 Tyler Callihan (RC) Reds,2.25,,Tyler Callihan
pavegunr_collectibles,Tyler Callihan Rookie RC 2025 Topps Update Holiday #US315 Cincinnati Reds,1.99,,Tyler Callihan
dkbbl8,2025 Topps Update #US315 Tyler Callihan Rookie Cincinnati Reds,1.69,,Tyler Callihan
themagentatrade,2025 TOPPS UPDATE BASEBALL TYLER CALLIHAN ROOKIE (RC) HOLIDAY FOIL #US315,2.5,,Tyler Callihan
vladtheinhaler,2025 Topps Update US315 Tyler Callihan (RC) Reds,1.99,,Tyler Callihan
fiveonetwo_cards,2025 Topps Update Tyler Callihan Black Orange RC SP,3.29,Orange Black,Tyler Callihan
reaperripssportscards,Tyler Callihan Rookie #US315 2025 Topps Update Foil Cincinnati Reds Baseball MLB,3.99,,Tyler Callihan
hitcity,2025 Topps Update #US315 Tyler Callihan Blue Rainbow Foil #/150,7.98,Blue Rainbow,Tyler Callihan
rkchasingvb,2025 Topps Update #US315 Tyler Callihan Rainbow Foil,2.33,Base Rainbow,Tyler Callihan
rainforrestcardshop,2025 Topps Update #US315 Tyler Callihan Sandglitter,2.0,Sandglitter,Tyler Callihan
caughtupintheskycards,2025 Topps Update Tyler Callihan RC “Mummy” Variation #06/50 Reds Blaster Only,30.0,Holiday Mummy,Tyler Callihan
drewmarkham1999,2025 Topps Update Series - Tyler Callihan #US315 True Photo (RC),23.0,Photo Variation,Tyler Callihan
ppgshader,2025 Topps Update Tyler Callihan Holo Foil RC Cincinnati Reds #US315,2.5,,Tyler Callihan
djchinosports,2025 Topps Update Series Base Tyler Callihan RC Cincinnati Reds #US315,2.28,,Tyler Callihan
epic*sports*cards,2025 Topps Update Series Refractor - Tyler Callihan #US315  (RC) Cincinnati Reds,2.5,,Tyler Callihan
junkwaxkids,2025 Topps Update #US315 Tyler Callihan,1.39,,Tyler Callihan
x2jzka,2025 Topps Update Tyler Callihan #US315 - Sandglitter (RC),2.0,Sandglitter,Tyler Callihan
jemclau5287,2025 Topps Update Tyler Callihan Sandglitter (RC) #US315 Reds,2.69,Sandglitter,Tyler Callihan
ppgshader,2025 Topps Update Tyler Callihan Pink Diamante Foil RC Cincinnati Reds #US315,2.65,Diamante,Tyler Callihan
tigibso_5,2025 Topps Update Series - Matthew Lugo #US314 RC,1.85,,Matthew Lugo
cubbie_1908,"2025 Topps Update US314 Matthew Lugo, Angels RC",2.5,,Matthew Lugo
magic_pin_keepers,2025 Topps Update #US314 Matthew Lugo,1.49,,Matthew Lugo
grandadsbaseballcards,Matthew Lugo 2025 Topps Update Series #US314 Rookie - Los Angeles Angels,1.75,,Matthew Lugo
bicyclerips,2025 Topps Update Matthew Lugo RC Rookie Way rave #US314 Angels,2.79,,Matthew Lugo
phoeniciantrading,2025 Topps Update #US314 Matthew Lugo,1.49,,Matthew Lugo
greg-9671,Matthew Lugo Angels RC 2025 Topps Update Series  Holiday #US314,2.24,,Matthew Lugo
626_baseballcards,2025 Topps Update Series - Matthew Lugo (RC) #USC166,2.29,,Matthew Lugo
railroadbedcards,Matthew Lugo Diamante Foil Rookie 2025 Topps Update Series Card #US314 LA Angels,1.99,Diamante,Matthew Lugo
steelcitygaragesale,2025 Topps Update MATTHEW LUGO #US314 Los Angeles Angels Rookie RC,1.59,,Matthew Lugo
phoeniciantrading,2025 Topps Update #US314 Matthew Lugo,1.49,,Matthew Lugo
dei-4741,2025 Topps Update Series Matthew Lugo Holo Foil #US314,2.73,,Matthew Lugo
pnw-406cardcollecting,Matthew Lugo Diamante Foil Rookie 2025 Topps Update Series Card #US314 LA Angels,1.75,Diamante,Matthew Lugo
topcarddealsbyconnor,2025 Topps Update Matthew Lugo #US314 RC Angels,2.1,,Matthew Lugo
hbggaming,2025 Topps Update Series - #US314 Matthew Lugo RC - Angels,1.69,,Matthew Lugo
black_squirrel_1,2025 Topps Update Matthew Lugo Diamante Foil Parallel US314 - RC - Angels,2.75,Diamante,Matthew Lugo
josdun-4118,"MATTHEW  LUGO. Rookie, RC. 2025 Topps Update Baseball. #314. Los Angeles Angels.",1.45,,Matthew Lugo
cardsfromdave,2025 Topps Update #US314 Matthew Lugo Diamante Foil RC - Angels,2.88,Diamante,Matthew Lugo
railroadbedcards,2025 Topps Update Series - Matthew Lugo #US314 Sandglitter (RC),1.6,Sandglitter,Matthew Lugo
wny_hobbyclub,2025 Topps Update Matthew Lugo Rookie,1.99,,Matthew Lugo
dade-5658,2025 Topps Update - #US314 - Matthew Lugo - Angels - RC - Holofoil + Base,4.99,,Matthew Lugo
pnw-406cardcollecting,Matthew Lugo Fanatics Logo Foil Rookie RC 2025 Topps Update Card US314 LA Angels,1.99,,Matthew Lugo
joedevlin423,2025 Topps Update - Matthew Lugo Gold Border Rookie LA Angels RC /2025 #US314,3.88,Gold 2025,Matthew Lugo
2ndtonone78,2025 Topps Update US314 MATTHEW LUGO RC Rainbow Foil BUY ANY 2 GET 1 FREE,2.43,Base Rainbow,Matthew Lugo
ntcardvault,2025 Topps Update Rainbow Foil- Matthew Lugo RC,2.99,Base Rainbow,Matthew Lugo
mcgoverncreativeandcollectibles,2025 Topps Update Series - Matthew Lugo #US314 Rainbow Foil (RC),1.99,Base Rainbow,Matthew Lugo
bucs-21,2025 Topps Update #US314 Matthew Lugo Gold Rainbow Foil #/50,18.44,Gold 50,Matthew Lugo
whitesoxfan8907,Matthew Lugo Angels RC MLB Debut 2025 Topps Update Holiday Foil #US314,2.5,,Matthew Lugo
akby_51,2025 Topps Update Series - Matthew Lugo #US314 Rainbow Foil (RC),1.99,Base Rainbow,Matthew Lugo
arthurscardsandcollectibles,2025 Topps Update #US314 Matthew Lugo Sandglitter,1.99,Sandglitter,Matthew Lugo
wilbrownel0,2025 Topps Update Series Matthew Lugo Purple /250 #US314 LA Angels RC,11.24,Purple Rainbow,Matthew Lugo
gls_tcgsports0713,2025 Topps Update Series - Matthew Lugo #US314 (RC),1.39,,Matthew Lugo
lottscreekmarket,2025 Topps Update Series - Matthew Lugo #US314 (RC),2.28,,Matthew Lugo
rhay5699,Matthew Lugo 2025 Topps Update Series Rookie Cards,1.74,,Matthew Lugo
comebackcollectibles,2025 Topps Update Matthew Lugo Rookie #US314 Los Angeles Angels,1.99,,Matthew Lugo
jsawcards,Matthew Lugo 2025 Topps Update #US314 Diamante Foil RC Los Angeles Angels,1.99,Diamante,Matthew Lugo
finz_collectibles,2025 Topps Update #US314 Matthew Lugo Holiday Orange & Black Foil,2.99,Orange Black,Matthew Lugo
rynoexpresscards,2025 Topps Update #US314 Matthew Lugo,1.69,,Matthew Lugo
djchinosports,2025 Topps Update Series Base Matthew Lugo RC Los Angeles Angels #US314,2.28,,Matthew Lugo
gameballsportscards,2025 Topps Update - Matthew Lugo #US314 RC Holiday Foil Los Angeles Angels,2.25,,Matthew Lugo
thechrisg1,Matthew Lugo Rookie 2025 Topps Update #US314 Independence Day /76 RC Angels,13.99,Independence Day 76,Matthew Lugo
cobra22nd,2025 Topps Update #US314 Matthew Lugo RC Los Angeles Angels,1.99,,Matthew Lugo
d2thejaz,2025 Topps Update MATTHEW LUGO RC #US314 Pink Sand Glitter Rookie Angels,6.3,Sandglitter,Matthew Lugo
markitoscards,2025 Topps Update Series - Matthew Lugo Halloween Parallel #US314 (RC),1.99,,Matthew Lugo
2ndtonone78,2025 Topps Update #US314 MATTHEW LUGO RC Gold Rainbow Foil /50 Angels,15.14,Gold 50,Matthew Lugo
bills34,2025 Topps Update Independence Day Matthew Lugo Rookie RC #US314 Angels 50/76,16.5,Independence Day 76,Matthew Lugo
dw_2005,2025 Topps Update Series - Matthew Lugo #US314 Rainbow Foil (RC),2.46,Base Rainbow,Matthew Lugo
rt_card_vault,2025 Topps Update Matthew Lugo #US314  Holiday Mummy /50 (RC) - Angels,11.24,Holiday Mummy,Matthew Lugo
toobrokeforsleeves,"2025 Topps Update US314 Matthew Lugo, Angels RC SSP TRUE PHOTO VARIATION",16.8,"Photo Variation, SSP",Matthew Lugo
greg-9671,2025 Topps Update Matthew Lugo Diamante Foil Parallel US314 - RC - Angels,2.23,Diamante,Matthew Lugo
ericscardsii,Matthew Lugo 2025 Topps Update Los Angeles Angels #US314 RC,1.66,,Matthew Lugo
garaghoul,2025 Topps Update Series Matthew Lugo #US314 RC Pink Sand Glitter Foil Angels,3.25,Sandglitter,Matthew Lugo
mayer3317,Matthew Lugo 2025 Topps Update Purple Speckle Rookie RC #US314 #d 141/250,5.5,Purple Rainbow,Matthew Lugo
gummyratz,2025 Topps Update Matthew Lugo Purple /299 RC,7.43,,Matthew Lugo
br977437,2025 Topps Update MATTHEW LUGO RC #US314 Pink Sand Glitter Rookie Angels,3.44,Sandglitter,Matthew Lugo
awtradingcards_7,2025 Topps Update Holo Foil #US314 Matthew Lugo,2.16,,Matthew Lugo
dw_2005,2025 Topps Update - Matthew Lugo #US314 Value Box Holiday RC,2.46,,Matthew Lugo
naypriz_collectibles,2025 Topps Update Green Rainbow Foil Matthew Lugo RC #US314 Angels /99,4.95,Green Foil,Matthew Lugo
mvpcollect,MATTHEW LUGO 2025 TOPPS UPDATE SERIES US314 ROOKIE GOLD RC /50,11.98,Gold 50,Matthew Lugo
mckeonscollectibles,2025 Topps Update #US314 Matthew Lugo RC Rookie Card Angels,1.99,,Matthew Lugo
lukeseel2,2025 Topps Update Series - Matthew Lugo #US314 Holofoil (RC),1.49,,Matthew Lugo
ledsimpson,2025 Topps Update Purple Foil Matthew Lugo US314 /250 Rookie,3.98,Purple Rainbow,Matthew Lugo
muck1201,2025 Topps Update Series Silver Foilboard - Matthew Lugo #US314 (RC) Angels,1.74,,Matthew Lugo
dw_2005,2025 Topps Update - Matthew Lugo #US314 Purple Rainbow Foil /250,3.39,Purple Rainbow,Matthew Lugo
ohiostate-buckeyes,Miles Mastrobuoni 2025 TOPPS UPDATE SERIES Baseball Card,2.5,,Miles Mastrobuoni
mostarcollectibles,2025 Topps Update Baseball - Miles Mastrobuoni #US313 (Sandglitter Foil),2.71,Sandglitter,Miles Mastrobuoni
ohiostate-buckeyes,Miles Mastrobuoni 2025 TOPPS UPDATE SERIES Baseball Card,3.49,,Miles Mastrobuoni
trulyhonesttraders,Miles Mastrobuoni 2025 Topps Update Holiday Foil #US313 Mariners,3.07,,Miles Mastrobuoni
wynter1958,MILES MASTROBUONI 2025 Topps Update #US313 MLB Mariners  ID:152626,2.04,,Miles Mastrobuoni
gosstech,2025 Topps Update Series - Miles Mastrobuoni #US313,2.82,,Miles Mastrobuoni
jdogsrelics,2025 Topps Update #US313 Miles Mastrobuoni Seattle Mariners Baseball,1.74,,Miles Mastrobuoni
gosstech,2025 Topps Update Series - Miles Mastrobuoni #US313,2.79,,Miles Mastrobuoni
kee-firearms,2025 Topps Update Miles Mastrobuoni Seattle Mariners,4.18,,Miles Mastrobuoni
slammer1981,2025 Topps Update Series - #US313 Miles Mastrobuoni,2.34,,Miles Mastrobuoni
