player_name,CT_list,market_all_in_price,pred_price,underpriced_by,seller,title,item_id,item_web_url
Mickey Moniak,Base Rainbow,1.84,3.0039,1.1639,housedoor40,2025 Topps Update Series - Mickey Moniak #US246 Rainbow Foil,,
Luke Keaschall,Base Rainbow,1.74,2.9039,1.1639,muck1201,2025 Topps Update Rookie Debut Rainbow Foil - #US342 Luke Keaschall (RC) Twins,,
Luke Keaschall,Base Rainbow,1.74,2.9039,1.1639,muck1201,2025 Topps Update Rookie Debut Rainbow Foil - #US342 Luke Keaschall (RC) Twins,,
Daniel Robert,Base Rainbow,1.7,2.8639,1.1639,baseballcardhouse,Daniel Robert 2025 Topps Update Series Rainbow Foil Parallel #US304 Rookie RC,,
Eric Orze,Diamante,2.29,3.4531,1.1631,commonkingcards,2025 Topps Update #US212 Eric Orze Diamante Foil,,
Kris Bubic,All Star Game,6.89,8.0527,1.1627,bowman1235,2025 Topps Update Series - 2025 All-Star Game Kris Bubic #ASG-46 Pink Foil,,
,Sandglitter,2.36,3.5223,1.1623,sportcardplus,2025 Topps Update Series JOHNATHAN RODRIGUEZ  Sandglitter -CLEVELAND GUARDI-,,
Jamie Westbrook,Purple Rainbow,4.0,5.1604,1.1604,gdrdnce21,2025 Topps Update Jamie Westbrook Rookie Card Tampa Rays Purple Foil /250,,
Ryan Gusto,Diamante,2.04,3.2,1.16,payro-70,2025 Topps Update Diamante Foil #US292 Ryan Gusto RC - Houston Astros,,
,Diamante,2.04,3.2,1.16,payro-70,2025 Topps Update Pink Diamante Foil #US95 Michel Otanez RC - Athletics,,
Hunter Dobbins,Diamante,2.75,3.9095,1.1595,dadanddaughterscards,2025 Topps Update Hunter Dobbins Diamante Foil Rookie #US257 Boston Red Sox,,
Marc Church,Purple Rainbow,4.68,5.8389,1.1589,bob1981,2025 TOPPS UPDATE PURPLE  FOIL 162/250  MARC CHURCH RC #329 TEXAS RANGERS,,
Colin Rea,Sandglitter,2.44,3.5986,1.1586,csdym-30,2025 Topps Update #US335 Colin Rea Sand Glitter Cubs 🔥🔥,,
Gabriel Arias,Gold 2025,2.73,3.8875,1.1575,kohbuhcards,2025 Topps Update Series - Gabriel Arias #US206 Gold /2025,,
Dane Myers,Green Foil,7.99,9.1469,1.1569,cardknocks_trading_cards,2025 Topps Update #US228 Dane Myers Green Rainbow Foil #/99,,
Ty France,Sandglitter,1.95,3.1065,1.1565,whitesoxfan8907,Ty France Pink Sandglitter 2025 Topps Update US268,,
Ronny Simon,Orange Black,1.95,3.1065,1.1565,jaken434,2025 Topps Update Series - Ronny Simon #US111 Holiday Orange & Black Foil (RC),,
Santiago Espinal,Base Rainbow,2.05,3.2065,1.1565,bluefinseeker,2025 Topps Update #US150 - Santiago Espinal - Rainbow Foil Parallel -Cincinnati,,
Jack O'Loughlin,Base Rainbow,1.78,2.9361,1.1561,biggrandpascardshack,2025 Topps Update #US215 Jack O'Loughlin Rainbow Foil,,
Jonathan India,Purple Rainbow,4.99,6.1459,1.1559,stewsblus,2025 Topps Update Jonathan India Purple /250 Royals,,
Tyler Mahle,Blue Rainbow,4.5,5.6551,1.1551,bigblueriverbreaks,2025 Topps Update Tyler Mahle #US152 Blue /150 Texas Rangers,,
Christian Koss,Diamante,3.0,4.1547,1.1547,tomscards14,2025 Topps Update #US174 Christian Koss Diamante Foil,,
Travis d'Arnaud,Diamante,3.0,4.1547,1.1547,whiteside42,Travis d'Arnaud 2025 Topps Update Diamante Foil #US33 Los Angeles Angels,,
Justin Verlander,1990,1.99,3.144,1.154,99sportscards,2025 Topps Update #U90-10 Justin Verlander 1990 Topps Baseball 35th Anniversary,,
Justin Verlander,1990,1.99,3.144,1.154,ctxcardshop,2025 Topps Update Justin Verlander 35th Anniversary Parallel #U90-10,,
Justin Verlander,1990,1.99,3.144,1.154,mcgoverncreativeandcollectibles,2025 Topps Update Series Justin Verlander 35th Anniversary Foil #U90-10,,
Justin Verlander,1990,1.99,3.144,1.154,bailey671063,2025 Topps Update Series Justin Verlander #U90-10 35th Anniversary  Foil Insert,,
Justin Verlander,1990,1.99,3.144,1.154,diamond.27,Justin Verlander 1990 35th 2025 Topps Update U90-10 San Francisco Giants,,
Charlie Morton,Diamante,1.85,3.0039,1.1539,josdun-4118,CHARLIE MORTON. 2025 Topps Update Baseball. Diamante Foil. #US252. Baltimore O's,,
Brooks Lee,Sandglitter,2.38,3.5338,1.1538,kayak-1403,2025 Topps Update #243 Brooks Lee Rookie Debut Sand Glitter- Minnesota Twins RC,,
James Meeker,Sandglitter,2.81,3.9635,1.1535,5handssportscards,James Meeker 2025 Topps Update #US326 Sandglitter Rookie,,
Steven Matz,Orange Black,2.4,3.5533,1.1533,sportscards219,2025 Topps Update Series Steven Matz Holiday Foil Black & Orange,,
Kade Strowd,Purple Rainbow,3.35,4.5033,1.1533,midtnbreaks1,2025 Topps Update Kade Strowd Purple Rainbow Foil /250 (RC) #US146,,
Bryan King,Base Rainbow,2.3,3.4529,1.1529,ppgshader,2025 Topps Update Bryan King Rainbow Foil RC Houston Astros #US183,,
Tyler Owens,Orange Black,2.37,3.5223,1.1523,dw_2005,2025 Topps Update - Tyler Owens #US247 Holiday Orange & Black Foil RC,,
Joc Pederson,Sandglitter,2.19,3.3419,1.1519,operationbnl_sportscards,Joc Pederson 2025 Topps Update #US125 Sandglitter Texas Rangers,,
Christian Vázquez,Sandglitter,1.98,3.131,1.151,tri-statetoploaders,2025 Topps Update #US7 Christian Vázquez Sandglitter,,
Tanner Gordon,Gold 2025,2.57,3.7208,1.1508,kellyskards1768,2025 Topps Update Tanner Gordon Gold Border 0121/2025 Rookie RC #US8 Rockies,,
Kade Strowd,Chrome,2.19,3.3402,1.1502,626_baseballcards,2025 Topps Update Series Chrome - Kade Strowd (RC) #USC193,,
Ryan Johnson,Chrome,2.19,3.3402,1.1502,626_baseballcards,2025 Topps Update Series Chrome - Ryan Johnson (RC) #USC116,,
Mike Vasil,Purple Rainbow,4.34,5.4901,1.1501,scottfreegg,2025 Topps Update US219 Mike Vasil RC Purple Rainbow Foil /250 - White Sox,,
Jorge Soler,Diamante,1.72,2.869,1.149,orioles98,2025 Topps Update SILVER DIAMANTE Jorge Soler #US343 Los Angeles Angels,,
Juan Mejia,Sandglitter,2.03,3.1778,1.1478,dannybobany,2025 Topps Update Sand Glitter Foil Juan Mejia Rookie Colorado Rockies #US285,,
Adrian Del Castillo,Purple Rainbow,3.44,4.5876,1.1476,drac2007,2025 TOPPS UPDATE SERIES BASEBALL ADRIAN DEL CASTILLO RC PURPLE RAINBOW FOL /250,,
Omar Cruz,Gold 2025,2.74,3.8875,1.1475,muck1201,2025 Topps Update Series Gold - #US90 Omar Cruz (RC) Padres 1907/2025,,
Carson McCusker,Base Rainbow,1.79,2.9375,1.1475,thegirlwiththecards,2025 Topps Update ⚾ Rainbow Foil #US279 Carson McCusker RC MINNESOTA TWINS,,
Justin Turner,Gold 2025,2.74,3.8875,1.1475,ronkar88,JUSTIN TURNER 2025 TOPPS UPDATE GOLD CARD #US27    206/2025  CHICAGO CUBS STAR,,
Alan Roden,Chrome,2.04,3.1867,1.1467,kirk363636,2025 Topps Update Chrome Alan Roden Sepia Refractor #USC41 (RC),,
Ty France,Sandglitter,1.96,3.1065,1.1465,markcards3,2025 Topps Update Series Ty France Sand Glitter US268 Twins,,
Patrick Monteverde,Sandglitter,3.0,4.1462,1.1462,ldcollectibles25,2025 Topps Update Series Sandglitter Patrick Monteverde Rookie #US211 Marlins,,
Robert Hassell III,Diamante,1.79,2.9361,1.1461,64sportscards,2025 Topps Update Series - Robert Hassell III #US109 Diamante Foil (RC),,
Justin Hagenman,Base Rainbow,1.79,2.9361,1.1461,legendarycardh,2025 Topps Update Series - Justin Hagenman #US108 Rainbow Foil (RC),,
Jonathan India,Purple Rainbow,5.0,6.1459,1.1459,rykel_241,2025 Topps Update Series - Jonathan India #US175 Purple Rainbow Foil /250,,
Maverick Handley,Gold 2025,2.64,3.7857,1.1457,todd44todd,Maverick Handley Rookie RC 2025 Topps Update #US274 Gold Border /2025 Orioles,,
Pete Crow-Armstrong,1990,1.69,2.8354,1.1454,acts_of_insanity,2025 Topps Update Series 1990 Baseball Pete Crow-Armstrong #U90-7 NM,,
Jason Heyward,Diamante,2.14,3.2848,1.1448,zhomer44,2025 Topps Update Jason Heyward US71 Diamante Foil Padres,,
Justin Steele,Sandglitter,3.24,4.3845,1.1445,caleddie,2025 Topps Update Baseball Sand Glitter Foil # US248 Justin Steele,,
Braxton Fulford,Gold 2025,2.5,3.6442,1.1442,bigdaddy45tradingcards,2025 Topps Update Braxton Fulford (RC) Gold /2025 #US123 Colorado Rockies,,
Zebby Matthews,Diamante,1.72,2.8639,1.1439,orioles98,2025 Topps Update SILVER DIAMANTE Zebby Matthews ROOKIE #US37 - Minnesota Twins,,
Gavin Sheets,Sandglitter,1.96,3.1038,1.1438,wilsons-64,Gavin Sheets 2025 Topps Update #US225 Sand Glitter San Diego Padres,,
David Morgan,Gold 2025,3.25,4.3937,1.1437,waxpack_society,David Morgan - 2025 Topps Update Series | Gold /2025 | #US348,,
Edgar Quero,Base Rainbow,2.31,3.4529,1.1429,2ndtonone78,2025 Topps Update US145 EDGAR QUERO RC Rainbow Foil BUY ANY 2 GET 1 FREE,,
Evan Sisk,Base Rainbow,2.31,3.4529,1.1429,2ndtonone78,2025 Topps Update US176 EVAN SISK RC Rainbow Foil BUY ANY 2 GET 1 FREE,,
Edgar Quero,Base Rainbow,2.31,3.4529,1.1429,2ndtonone78,2025 Topps Update US145 EDGAR QUERO RC Rainbow Foil BUY ANY 2 GET 1 FREE,,
Dairon Blanco,Diamante,1.83,2.9725,1.1425,tommypgoods,2025 Topps Update Series - Pink Diamante Foil (SP) #US88 Dairon Blanco,,
Chris Paddack,Diamante,1.83,2.9725,1.1425,tommypgoods,2025 Topps Update Series - Diamante Foil #US73 Chris Paddack (Twins),,
Justin Verlander,Sandglitter,2.37,3.5124,1.1424,operationbnl_sportscards,Justin Verlander 2025 Topps Update #US100 Sandglitter San Francisco Giants,,
Liam Hicks,Sandglitter,1.99,3.131,1.141,pet_that_goat,2025 Topps Update - Sandglitter - #US52 Liam Hicks - RC - Miami Marlins,,
Agustín Ramírez,Gold 2025,2.19,3.3307,1.1407,operationbnl_sportscards,Agustín Ramírez 2025 Topps Update #US332 Gold #/2025 Miami Marlins,,
Agustín Ramírez,Gold 2025,2.19,3.3307,1.1407,operationbnl_sportscards,Agustín Ramírez 2025 Topps Update #US332 Gold #/2025 Miami Marlins,,
Fernando Tatis Jr.,Mystical,2.57,3.7096,1.1396,oldetown46,2025 Topps Update Series Fernando Tatis Jr. Mystical Padres,,
Kyren Paris,Purple Rainbow,3.34,4.4792,1.1392,johnny_ford_cards,2025 Topps Update Purple Foil Kyren Paris 054/250 #US15,,
Cal Quantrill,Diamante,1.73,2.869,1.139,tremp1977,2025 Topps Update - Cal Quantrill Diamante Parallel Miami Marlins #US191,,
Drew Avans,Gold 2025,2.95,4.0885,1.1385,dmills1985,DREW AVANS RC 2025 Topps Update Gold US92 #/2025 SP MILWAUKEE BREWERS,,
Patrick Monteverde,Base Rainbow,2.8,3.9378,1.1378,fiveonetwo_cards,2025 Topps Update Rookie Rainbow Foil Patrick Monteverde RC Miami Marlins #US211,,
Francisco Lindor,Night Terrors,1.89,3.0259,1.1359,firegirlbear1,2025 Topps Update - Night Terrors #NT-18 Francisco Lindor,,
Francisco Lindor,Base Rainbow,1.89,3.0259,1.1359,cubs23_ryno,2025 Topps Update FRANCISCO LINDOR Rainbow Foil US290 New York Mets,,
Francisco Lindor,Night Terrors,1.89,3.0259,1.1359,orioles98,2025 Topps Update NIGHT TERRORS Francisco Lindor #NT-18 - New York Mets,,
Chase Meidroth,Blue Rainbow,7.31,8.4454,1.1354,jpar1010,2025 Topps Update Chase Meidroth RC Silver Pack Blue Refractor /150 White Sox🔥,,
Donovan Solano,Base Rainbow,2.15,3.2848,1.1348,ninecollecting,2025 Topps Update Series Donovan Solano Rainbow Foil #US281,,
Erik Sabrowski,Base Rainbow,2.15,3.2848,1.1348,ri_fashions,2025 Topps Update Series Erik Sabrowski #US284 Rainbow Foil (RC) Rookie,,
Kade Strowd,Base Rainbow,1.95,3.0839,1.1339,josnic-9149,2025 Topps Update Series - Kade Strowd #US146 Rainbow Foil (RC),,
Kade Strowd,Base Rainbow,1.95,3.0839,1.1339,arrc-cards,Kade  Strowd RC - Rainbow Foil - 2025 Topps Update Series #US146 Orioles,,
Luarbert Arias,Diamante,1.73,2.8639,1.1339,tremp1977,2025 Topps Update - Luarbert Arias RC Diamante Parallel Miami Marlins #US53,,
Eric Wagaman,Diamante,1.95,3.0839,1.1339,whitesoxfan8907,Eric Wagaman Marlins Pink Diamante Foil Rookie 2025 Topps Update #US310,,
Max Kepler,Green Foil,7.99,9.1236,1.1336,cheeks1007,Max Kepler 2025 Topps Update Green Foil 4/99 #US82 63/99 Philadelphia Phillies,,
Luis Matos,Green Foil,7.99,9.1236,1.1336,stewsblus,2025 Topps Update Luis Matos Green Foil /99 Giants,,
Cody Bellinger,Sandglitter,2.46,3.5934,1.1334,sportcardplus,2025 Topps Update Cody Bellinger Sandglitter #US50 – Yankees,,
Logan Henderson,Blue Rainbow,5.31,6.4432,1.1332,mostarcollectibles,2025 Topps Update Baseball - Logan Henderson Silver Pack #U90C-68 (BLUE /150),,
Cody Bellinger,Mvp,2.75,3.8831,1.1331,slam-dunk-side-hustle,2025 Topps Update MVP Insert Cody Bellinger MV-8 Los Angeles Dodgers,,
Bryce Harper,Black Gold,2.68,3.813,1.133,brushing23,2025 Topps Update Series - Topps Black Gold Bryce Harper #BG-8,,
Fernando Cruz,Gold 2025,2.32,3.4529,1.1329,nichbau-13,"2025 Topps Update US163 Fernando Cruz, New York Yankees Gold 563/2025",,
Denzel Clarke,Sandglitter,2.38,3.5129,1.1329,finallyonair,2025 Topps Update Denzel Clarke Sand Glitter #US14,,
,Blue Rainbow,4.43,5.5623,1.1323,bensonscardhouse,Ivan Herrera 2025 Topps Update Blue Foil  /150 St. Louis Cardinals #US141,,
Caleb Freeman,Gold 2025,2.59,3.7216,1.1316,b17cardsandcollection,2025 Topps Update #US253 Caleb Freeman Gold #/2025,,
Michael Soroka,Gold 2025,1.95,3.081,1.131,kcards88,"2025 Topps Update Gold #US347 Michael Soroka, Washington Nationals /2025",,
Michael Lorenzen,Gold 2025,1.95,3.081,1.131,foodaddy6,2025 Topps Update Michael Lorenzen #US222 GOLD /2025 - Kansas City Royals,,
Evan Phillips,Green Foil,8.0,9.131,1.131,reaperripssportscards,Evan Phillips /99 #US18 2025 Topps Update Green Holo Foil Los Angeles Dodgers NM,,
John Rave,Gold 2025,4.8,5.9301,1.1301,4evr420,2025 Topps Update - John Rave RC - Gold Border /2025 - Royals Rookie #US192,,
Mark Leiter Jr.,Orange Black,2.37,3.4999,1.1299,dw_2005,2025 Topps Update - Mark Leiter Jr. #US173 Holiday Orange & Black Foil,,
Jorge Soler,Base Rainbow,1.74,2.869,1.129,jts_fieldofcards,2025 Topps Update #US343 Jorge Soler  ⭐Rainbow Foil⭐ LA Angels 😇,,
Miles Mastrobuoni,Orange Black,2.24,3.3684,1.1284,cwerb17,2025 Topps Update HOLIDAY ORANGE AND BLACK #US313 Miles Mastrobuoni Mariners,,
Tyler Callihan,Diamante,1.98,3.1076,1.1276,tandlshops,2025 Topps Update #US315 Tyler Callihan Diamante Foil,,
Francisco Lindor,Mystical,3.24,4.3674,1.1274,ry_marya_hpacki9i,2025 Topps Update Series | Mystical Francisco Lindor #MYS-7,,
Liam Hicks,Base Rainbow,1.79,2.9174,1.1274,madball_rips,2025 Topps Update #US52 Liam Hicks Rainbow Foil,,
Eric Yang,Sandglitter,1.98,3.1065,1.1265,usa-sales,2025 Topps Update ERIC YANG Sandglitter Parallel Rookie Card RC US168 Reds,,
Ronny Simon,Sandglitter,1.98,3.1065,1.1265,sportscardbehavior,2025 Topps Update Ronny Simon RC #US111 Pink Sand Glitter - Pittsburgh Pirates,,
Gerson Garabito,Orange Black,2.48,3.6061,1.1261,newerasports-tcg,2025 Topps Update Series - Gerson Garabito #US249 Holiday Orange Black Rangers,,
Gio Urshela,Diamante,1.81,2.9361,1.1261,livb-30,Gio Urshela 2025 Topps Update Diamante  #US23 Oakland Athletics,,
Joc Pederson,Base Rainbow,1.96,3.0856,1.1256,infinityartmedia,JOC PEDERSON—2025 Topps Update Series Rainbow Foil Parallel Insert #US125,,
Amed Rosario,Gold 2025,1.79,2.9147,1.1247,*diablo12*,2025 Topps Update Gold - #US322 Amed Rosario Nationals /2025,,
Luarbert Arias,Base Rainbow,1.74,2.8639,1.1239,railroadbedcards,2025 Topps Update Series - Luarbert Arias #US53 Rainbow Foil (RC),,
Luarbert Arias,Base Rainbow,1.74,2.8639,1.1239,jts_fieldofcards,2025 Topps Update ✨Rainbow Foil✨ #US53 Luarbert Arias (RC) Miami Marlins,,
Tyler Freeman,Independence Day 76,8.68,9.8034,1.1234,brushing23,Tyler Freeman 2025 Topps Update Independence Day 38/76,,
Luis Matos,Gold 2025,2.99,4.1125,1.1225,mcucinella,2025 Topps Update Series Luis Matos GOLD Parallel #'d 0215/2025,,
Rafael Devers,Green Foil,8.0,9.1225,1.1225,sdcardsandcomics,2025 Topps Update #US300 Rafael Devers Green Wave #/99,,
Alan Roden,Diamante,1.85,2.9725,1.1225,nra9191,2025 Topps Update  ALAN RODEN  RC  Diamante Foil  #US251,,
Evan Phillips,Gold 2025,2.99,4.1125,1.1225,mcucinella,2025 Topps Update Series Evan Phillips GOLD Parallel #'d 1488/2025,,
Ji Hwan Bae,Orange Black,2.4,3.5223,1.1223,chicagosportsmiley,2025 Topps Update Orange Black Ji Hwan Bae #US64 - Pittsburgh Pirates,,
Gavin Sheets,Base Rainbow,1.74,2.862,1.122,pavegunr_collectibles,Gavin Sheets 2025 Topps Update Rainbow Foil #US225 San Diego Padres,,
Ryan Rolison,Gold 2025,2.6,3.7208,1.1208,jklcards_collectibles,2025 Topps Update #US124 Ryan Rolison Gold Border Rookie RC #0425/2025,,
Hayden Birdsong,Purple Rainbow,4.85,5.9708,1.1208,dalrev-90,2025 Topps Update #US34 Hayden Birdsong Rookie /250 RC Purple Holo Foil,,
J.C. Escarra,Base Rainbow,1.79,2.9106,1.1206,jefmey2,2025 Topps Update Series J.C. Escarra Rainbow Foil #US96 RC,,
Luis Contreras,Base Rainbow,2.19,3.3093,1.1193,gssportscards30,2025 Topps Update Series Baseball Luis Contreras RC Rainbow Foil Astros #US232,,
Brandon Young,Base Rainbow,2.19,3.3093,1.1193,staja8733,2025 Topps Update Rainbow Foil #US97 Brandon Young RC Baltimore Orioles,,
Carlos Duran,Diamante,1.75,2.869,1.119,pnw-406cardcollecting,Carlos Duran Pink Diamante Foil SP Rookie 2025 Topps Update Card US104 Athletics,,
Jose Iglesias,Diamante,1.75,2.869,1.119,pnw-406cardcollecting,Jose Iglesias Diamante Foil 2025 Topps Update Series Card US182 San Diego Padres,,
Luis Guerrero,Diamante,1.75,2.869,1.119,pnw-406cardcollecting,Luis Guerrero Diamante Foil Rookie 2025 Topps Update Series Card #US36 Red Sox,,
Danny Jansen,Base Rainbow,1.75,2.869,1.119,pnw-406cardcollecting,Danny Jansen Rainbow Foil 2025 Topps Update Series Card #US81 Tampa Bay Rays,,
Thairo Estrada,Diamante,1.75,2.869,1.119,railroadbedcards,2025 Topps Update Series - Thairo Estrada #US339 Pink Diamante Foil,,
Carlos Duran,Diamante,1.75,2.869,1.119,2gssportscards,2025 Topps Update #US104 Carlos Duran Diamante Foil,,
Amed Rosario,Diamante,1.75,2.869,1.119,pnw-406cardcollecting,Amed Rosario Diamante Foil 2025 Topps Update Series #US322 Washington Nationals,,
Antonio Senzatela,Diamante,1.75,2.869,1.119,pnw-406cardcollecting,Antonio Senzatela Diamante Foil 2025 Topps Update Series #US154 Colorado Rockies,,
Colton Gordon,Diamante,1.75,2.869,1.119,pnw-406cardcollecting,Colton Gordon Diamante Foil Rookie 2025 Topps Update Series Card #US157 Astros,,
Tyler Callihan,Base Rainbow,1.99,3.1076,1.1176,jakpi20,2025 Topps Update Tyler Callihan #US315 RAINBOW FOIL Parallel RC Cincinnati Reds,,
Tyler Callihan,Diamante,1.99,3.1076,1.1176,ste-705636,2025 Topps Update Diamante Reds 2 Cards Tyler Callihan & Luis Mey - Free Ship,,
Miles Mastrobuoni,Diamante,1.99,3.1076,1.1176,commonkingcards,2025 Topps Update #US313 Miles Mastrobuoni Diamante Foil,,
Tyler Callihan,Diamante,1.99,3.1076,1.1176,ste-705636,2025 Topps Update Diamante Reds 2 Cards Tyler Callihan & Luis Mey - Free Ship,,
José Fermin,Diamante,1.99,3.1076,1.1176,valueboxcards247,2025 Topps Update José Fermin Rookie Diamante Foil #US338 Los Angeles Angels,,
Kyren Paris,Orange Black,2.49,3.6074,1.1174,jamar-collects,2025 Topps Update Series - Kyren Paris #US15 Orange & Black Foil,,
Blake Snell / Tyler Glasnow,Gold 2025,2.87,3.9868,1.1168,martyscollectibles_1,2025 Topps Update Series Blake Snell/Tyler Glasnow #US119 Gold /2025 Baseball,,
Chase Dollander,Sandglitter,1.99,3.1065,1.1165,pnw-406cardcollecting,Chase Dollander Sandglitter Foil Rookie RC 2025 Topps Update Card #US259 Rockies,,
Gunnar Hoglund,Sandglitter,1.99,3.1065,1.1165,alpo6063,"2025 Topps Update Sandglitter US254 Gunnar Hoglund, Athletics RC",,
Zebby Matthews,Orange Black,1.99,3.1065,1.1165,jdogsrelics,2025 Topps Update #US37 Zebby Matthews Holiday Black & Orange Minnesota Twins,,
Zebby Matthews,Orange Black,1.99,3.1065,1.1165,kjstone7355,2025 Topps Update Series - Zebby Matthews #US37 Holiday Orange & Black Foil (RC),,
Eric Yang,Sandglitter,1.99,3.1065,1.1165,pnw-406cardcollecting,Eric Yang Sandglitter Foil Rookie RC 2025 Topps Update Series Card #US168 Reds,,
Eric Yang,Orange Black,1.99,3.1065,1.1165,copajones,2025 Topps Update Eric Yang  Orange And Black Foil RC Cincinnati Reds #US168,,
Daniel Robert,Sandglitter,1.99,3.1065,1.1165,pet_that_goat,2025 Topps Update - Sandglitter - #US304 Daniel Robert - RC - Texas Rangers,,
Eric Haase,Sandglitter,1.99,3.1065,1.1165,jakpi20,2025 Topps Update Eric Haase #US30 Sandglitter Foilboard Brewers,,
Juan Morillo,Sandglitter,1.99,3.1065,1.1165,smaksportscards,2025 Topps Update #US232 Juan Morillo Sandglitter,,
Eric Haase,Orange Black,1.99,3.1065,1.1165,jdogsrelics,2025 Topps Update #US30 Eric Haase Holiday Black & Orange Milwaukee Brewers,,
Ronny Simon,Chrome,1.99,3.1065,1.1165,peachstatesportscards,2025 Topps Update Chrome Update RC Refractor Ronny Simon PIRATES USC35,,
Ronny Simon,Orange Black,1.99,3.1065,1.1165,clayscards86,2025 Topps Update Series - Ronny Simon #US111 Holiday Orange & Black Foil (RC),,
Chase Dollander,Sandglitter,1.99,3.1065,1.1165,pnw-406cardcollecting,Chase Dollander Sandglitter Foil Rookie RC 2025 Topps Update Card #US259 Rockies,,
Chase Dollander,Sandglitter,1.99,3.1065,1.1165,pnw-406cardcollecting,Chase Dollander Sandglitter Foil Rookie RC 2025 Topps Update Card #US151 Rockies,,
Cade Gibson,Orange Black,1.99,3.1065,1.1165,enforcer-1,CADE GIBSON 2025 TOPPS UPDATE ORANGE & BLACK FOIL ROOKIE CARD #US131,,
Santiago Espinal,Base Rainbow,2.09,3.2065,1.1165,mikeocardshop,2025 Topps Update Rainbow Foil Santiago Espinal Cincinnati Reds #US150,,
Chase Dollander,Sandglitter,1.99,3.1065,1.1165,pnw-406cardcollecting,Chase Dollander Sandglitter Foil Rookie RC 2025 Topps Update Card #US151 Rockies,,
Kevin Pillar,Orange Black,1.99,3.1065,1.1165,shr_surplus,2025 Topps Update Kevin Pillar #US322 Orange Holiday Foil READ Blue Jays,,
Yaramil Hiraldo,Sandglitter,1.99,3.1065,1.1165,pnw-406cardcollecting,Yaramil Hiraldo Sandglitter Foil Rookie 2025 Topps Update Card #US210 Orioles,,
Juan Morillo,Sandglitter,1.99,3.1065,1.1165,smaksportscards,2025 Topps Update #US232 Juan Morillo Sandglitter,,
Ty France,Diamante,1.75,2.8639,1.1139,rjvec,2025 Topps Update Diamante Foil #US268 Ty France Minnesota Twins,,
Ty France,Base Rainbow,1.75,2.8639,1.1139,rjvec,2025 Topps Update Rainbow Foil #US268 Ty France Minnesota Twins,,
Ty France,Base Rainbow,1.75,2.8639,1.1139,pnw-406cardcollecting,Ty France Rainbow Foil 2025 Topps Update Series Card #US268 Minnesota Twins,,
Eric Yang,Diamante,1.75,2.8639,1.1139,pnw-406cardcollecting,Eric Yang Diamante Foil Rookie RC 2025 Topps Update Series Card #US168 Reds,,
Daniel Robert,Base Rainbow,1.75,2.8639,1.1139,pnw-406cardcollecting,Daniel Robert Rainbow Foil Rookie 2025 Topps Update Series Card #US304 Rangers,,
Eric Yang,Base Rainbow,1.75,2.8639,1.1139,bigdaddy45tradingcards,2025 Topps Update Series - Eric Yang #US168 Rainbow Foil (RC) Reds,,
Daniel Robert,Diamante,1.75,2.8639,1.1139,pnw-406cardcollecting,Daniel Robert Diamante Foil Rookie 2025 Topps Update Series Card #US304 Rangers,,
Landen Roupp,Diamante,1.75,2.8639,1.1139,rjvec,2025 Topps Update Pink Diamante Foil #US135 Landen Roupp San Francisco Giants,,
Landen Roupp,Diamante,1.75,2.8639,1.1139,pnw-406cardcollecting,Landon Roupp Diamante Foil 2025 Topps Update Series #US135 San Francisco Giants,,
Chase Dollander,Diamante,1.75,2.8639,1.1139,pnw-406cardcollecting,Chase Dollander Diamante Foil Rookie 2025 Topps Update Series Card US259 Rockies,,
Chase Dollander,Diamante,1.75,2.8639,1.1139,pnw-406cardcollecting,Chase Dollander Diamante Foil Rookie 2025 Topps Update Series Card US259 Rockies,,
Ty France,Diamante,1.75,2.8639,1.1139,pnw-406cardcollecting,Ty France Diamante Foil 2025 Topps Update Series Card #US268 Minnesota Twins,,
Ty France,Base Rainbow,1.75,2.8639,1.1139,skadisportscards24,2025 Topps Update Rainbow Foil Ty France Minnesota Twins #US268,,
Joe Boyle,Base Rainbow,1.75,2.8639,1.1139,kingcyrussportscards,2025 Topps Update Series - Joe Boyle #US62 Rainbow Foil BS12,,
Zebby Matthews,Diamante,1.75,2.8639,1.1139,pnw-406cardcollecting,Zebby Matthews Diamante Foil Rookie RC 2025 Topps Update Series Card #US37 Twins,,
Austin Wynns,Diamante,1.89,3.0039,1.1139,acts_of_insanity,2025 Topps Update AUSTIN WYNNS Diamante Foil #US330 NM Free Shipping,,
Michael Petersen,Gold 2025,2.48,3.5937,1.1137,crows_cards,2025 Topps Update Series - Michael Petersen #US49 Gold /2025 (RC) Miami Marlins,,
Bryan King,Diamante,2.34,3.4531,1.1131,col_65924,2025 Topps Update Series - Bryan King #US183 Diamante Foil (RC),,
Jeff Criswell,Diamante,2.34,3.4531,1.1131,slabbyjoe,Jeff Criswell 2025 Topps Update #US5 Diamante Foil RC Colorado Rockies,,
Matt Shaw,Black Gold,2.7,3.813,1.113,jts_fieldofcards,2025 Topps Update Series✨SP-Black Gold✨#BG-7 Matt Shaw (RC) Cubs 🐻,,
Matt Shaw,Black Gold,2.7,3.813,1.113,jts_fieldofcards,2025 Topps Update Series✨SP-Black Gold✨#BG-7 Matt Shaw (RC) Cubs 🐻,,
Evan Phillips,Gold 2025,3.0,4.1125,1.1125,stsh10,2025 Topps Update Gold Foil Evan Phillips 0644/2025 Los Angeles Dodgers #US18,,
